,model1,model2,mro_model1,mro_model2,mip,GRD
0,GCF_001422165.1.RAST.fbamodel,GCF_001423965.1.RAST.fbamodel,0.65000 (26/40),0.74286 (26/35),13,1.6651745428242037
1,GCF_001422165.1.RAST.fbamodel,GCF_001424505.1.RAST.fbamodel,0.60000 (24/40),0.72727 (24/33),16,2.003276661297845
2,GCF_001422165.1.RAST.fbamodel,GCF_001421245.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),21,0.884910340166827
3,GCF_001422165.1.RAST.fbamodel,GCF_001424455.1.RAST.fbamodel,0.65000 (26/40),0.68421 (26/38),22,1.9962595159571714
4,GCF_001422165.1.RAST.fbamodel,GCF_001422325.1.RAST.fbamodel,0.65000 (26/40),0.76471 (26/34),12,2.0439426580972815
5,GCF_001422165.1.RAST.fbamodel,GCF_001422815.1.RAST.fbamodel,0.95000 (38/40),0.97436 (38/39),7,0.2468280236257499
6,GCF_001422165.1.RAST.fbamodel,GCF_001424185.1.RAST.fbamodel,0.60000 (24/40),0.66667 (24/36),16,2.694904734878226
7,GCF_001422165.1.RAST.fbamodel,GCF_001424485.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),20,1.9962610807698005
8,GCF_001422165.1.RAST.fbamodel,GCF_001423545.1.RAST.fbamodel,0.67500 (27/40),0.87097 (27/31),11,2.0439993628343083
9,GCF_001422165.1.RAST.fbamodel,GCF_001423885.1.RAST.fbamodel,0.67500 (27/40),0.71053 (27/38),14,1.63500848241788
10,GCF_001422165.1.RAST.fbamodel,GCF_001425545.1.RAST.fbamodel,0.77500 (31/40),0.81579 (31/38),14,1.010296625431763
11,GCF_001422165.1.RAST.fbamodel,GCF_001421415.1.RAST.fbamodel,0.72500 (29/40),0.70732 (29/41),21,0.6860205582258998
12,GCF_001422165.1.RAST.fbamodel,GCF_916856905.1.RAST.fbamodel,0.75000 (30/40),0.66667 (30/45),17,1.0513162576549056
13,GCF_001422165.1.RAST.fbamodel,GCF_001422845.1.RAST.fbamodel,0.95000 (38/40),0.95000 (38/40),10,1.549428022425102
14,GCF_001422165.1.RAST.fbamodel,GCF_001422425.1.RAST.fbamodel,0.82500 (33/40),0.91667 (33/36),8,1.9062918904367823
15,GCF_001422165.1.RAST.fbamodel,GCF_001422215.1.RAST.fbamodel,0.87500 (35/40),0.87500 (35/40),8,1.8558405054653024
16,GCF_001422165.1.RAST.fbamodel,GCF_001423845.1.RAST.fbamodel,0.65000 (26/40),0.72222 (26/36),12,0.7608768314668658
17,GCF_001422165.1.RAST.fbamodel,GCF_001421705.1.RAST.fbamodel,0.67500 (27/40),0.81818 (27/33),11,0.6641030746462327
18,GCF_001422165.1.RAST.fbamodel,GCF_920984665.1.RAST.fbamodel,0.65000 (26/40),0.68421 (26/38),8,0.6660086115223026
19,GCF_001422165.1.RAST.fbamodel,GCF_001424445.1.RAST.fbamodel,0.90000 (36/40),0.87805 (36/41),16,0.14683700740365457
20,GCF_001422165.1.RAST.fbamodel,GCF_001424125.1.RAST.fbamodel,0.72500 (29/40),0.93548 (29/31),9,1.7071436730443976
21,GCF_001422165.1.RAST.fbamodel,GCF_001424305.1.RAST.fbamodel,0.82500 (33/40),0.75000 (33/44),15,0.4537997041941803
22,GCF_001422165.1.RAST.fbamodel,GCF_001423425.1.RAST.fbamodel,0.62500 (25/40),0.75758 (25/33),17,0.456972705165651
23,GCF_001422165.1.RAST.fbamodel,GCF_001425355.1.RAST.fbamodel,0.67500 (27/40),0.87097 (27/31),12,0.11816284480778234
24,GCF_001422165.1.RAST.fbamodel,GCF_001423205.1.RAST.fbamodel,0.85000 (34/40),0.79070 (34/43),10,4.923751576478124
25,GCF_001422165.1.RAST.fbamodel,GCF_001424665.1.RAST.fbamodel,0.70000 (28/40),0.70000 (28/40),17,1.0438327638022322
26,GCF_001422165.1.RAST.fbamodel,GCF_001422105.1.RAST.fbamodel,0.72500 (29/40),0.85294 (29/34),5,0.584139846514091
27,GCF_001422165.1.RAST.fbamodel,GCF_001422665.1.RAST.fbamodel,0.72500 (29/40),0.87879 (29/33),15,1.0243813628763536
28,GCF_001422165.1.RAST.fbamodel,GCF_001423495.1.RAST.fbamodel,0.85000 (34/40),0.91892 (34/37),9,2.0287120288554035
29,GCF_001422165.1.RAST.fbamodel,GCF_001422375.1.RAST.fbamodel,0.90000 (36/40),0.78261 (36/46),9,2.4347450037198595
30,GCF_001422165.1.RAST.fbamodel,GCF_001422285.1.RAST.fbamodel,0.65000 (26/40),0.74286 (26/35),18,0.9956019031552101
31,GCF_001422165.1.RAST.fbamodel,GCF_942548115.1.RAST.fbamodel,0.65000 (26/40),0.68421 (26/38),18,2.0426646585606774
32,GCF_001422165.1.RAST.fbamodel,GCF_001423745.1.RAST.fbamodel,0.70000 (28/40),0.80000 (28/35),18,1.8501662181836371
33,GCF_001422165.1.RAST.fbamodel,GCF_001424325.1.RAST.fbamodel,0.57500 (23/40),0.69697 (23/33),13,0.7709397208719018
34,GCF_001422165.1.RAST.fbamodel,GCF_001423765.1.RAST.fbamodel,0.67500 (27/40),0.77143 (27/35),16,0.931896286423534
35,GCF_001422165.1.RAST.fbamodel,GCF_001421765.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),16,0.5250774698434834
36,GCF_001422165.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.72500 (29/40),0.87879 (29/33),11,0.6389591220144482
37,GCF_001422165.1.RAST.fbamodel,GCF_001422735.1.RAST.fbamodel,0.72500 (29/40),0.85294 (29/34),5,0.5802339663199182
38,GCF_001422165.1.RAST.fbamodel,GCF_001424085.1.RAST.fbamodel,0.62500 (25/40),0.78125 (25/32),16,2.013476489076993
39,GCF_001422165.1.RAST.fbamodel,GCF_001425405.1.RAST.fbamodel,0.70000 (28/40),0.73684 (28/38),15,0.7774453061216967
40,GCF_001422165.1.RAST.fbamodel,GCF_001423605.1.RAST.fbamodel,0.67500 (27/40),0.77143 (27/35),12,1.4792292178830526
41,GCF_001422165.1.RAST.fbamodel,GCF_001422545.1.RAST.fbamodel,0.70000 (28/40),0.68293 (28/41),17,0.5558871289650001
42,GCF_001422165.1.RAST.fbamodel,GCF_001421505.1.RAST.fbamodel,0.67500 (27/40),0.69231 (27/39),14,0.7262990114958859
43,GCF_001422165.1.RAST.fbamodel,GCF_001423905.1.RAST.fbamodel,0.65000 (26/40),0.74286 (26/35),14,2.059993017987535
44,GCF_001422165.1.RAST.fbamodel,GCF_001425495.1.RAST.fbamodel,0.77500 (31/40),0.77500 (31/40),20,1.0511286708343015
45,GCF_001422165.1.RAST.fbamodel,GCF_001421425.1.RAST.fbamodel,0.77500 (31/40),0.81579 (31/38),10,0.8177886592249742
46,GCF_001422165.1.RAST.fbamodel,GCF_001421945.1.RAST.fbamodel,0.65000 (26/40),0.68421 (26/38),13,0.75074152120244
47,GCF_001422165.1.RAST.fbamodel,GCF_920939515.1.RAST.fbamodel,0.67500 (27/40),0.72973 (27/37),19,0.8757110380548881
48,GCF_001422165.1.RAST.fbamodel,GCF_001423155.1.RAST.fbamodel,0.77500 (31/40),0.81579 (31/38),13,1.9858861479171235
49,GCF_001422165.1.RAST.fbamodel,GCF_001423325.1.RAST.fbamodel,0.85000 (34/40),0.87179 (34/39),7,2.7037696052004896
50,GCF_001422165.1.RAST.fbamodel,GCF_001422725.1.RAST.fbamodel,0.67500 (27/40),0.93103 (27/29),6,0.6337347679075431
51,GCF_001422165.1.RAST.fbamodel,GCF_001421585.1.RAST.fbamodel,0.82500 (33/40),0.70213 (33/47),16,2.708390163617526
52,GCF_001422165.1.RAST.fbamodel,GCF_920939495.1.RAST.fbamodel,0.75000 (30/40),0.78947 (30/38),13,1.6358415043792374
53,GCF_001422165.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,0.72500 (29/40),0.87879 (29/33),12,0.6219110657262173
54,GCF_001422165.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,0.85000 (34/40),0.91892 (34/37),13,2.2246286261856536
55,GCF_001422165.1.RAST.fbamodel,GCF_001424265.1.RAST.fbamodel,0.70000 (28/40),0.80000 (28/35),19,1.274195235289072
56,GCF_001422165.1.RAST.fbamodel,GCF_001423185.1.RAST.fbamodel,0.62500 (25/40),0.73529 (25/34),16,1.279748050742006
57,GCF_001422165.1.RAST.fbamodel,GCF_001423925.1.RAST.fbamodel,0.65000 (26/40),0.74286 (26/35),15,1.6651745428239475
58,GCF_001422165.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),13,0.7241736570067424
59,GCF_001422165.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,0.65000 (26/40),0.68421 (26/38),22,1.62444021890395
60,GCF_001422165.1.RAST.fbamodel,GCF_001426125.1.RAST.fbamodel,0.75000 (30/40),0.88235 (30/34),10,0.6986521647541133
61,GCF_001422165.1.RAST.fbamodel,GCF_001422025.1.RAST.fbamodel,0.62500 (25/40),0.78125 (25/32),8,2.394344973213706
62,GCF_001422165.1.RAST.fbamodel,GCF_001422145.1.RAST.fbamodel,0.60000 (24/40),0.60000 (24/40),23,1.9628270656471927
63,GCF_001422165.1.RAST.fbamodel,GCF_001421355.1.RAST.fbamodel,0.80000 (32/40),0.72727 (32/44),12,2.568048897170837
64,GCF_001422165.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,0.67500 (27/40),0.77143 (27/35),21,0.8805537384708843
65,GCF_001422165.1.RAST.fbamodel,GCF_001422245.1.RAST.fbamodel,0.60000 (24/40),0.68571 (24/35),17,0.6141038529669748
66,GCF_001422165.1.RAST.fbamodel,GCF_001423465.1.RAST.fbamodel,0.72500 (29/40),0.76316 (29/38),16,1.4410408195542765
67,GCF_001422165.1.RAST.fbamodel,GCF_920984675.1.RAST.fbamodel,0.77500 (31/40),0.86111 (31/36),9,0.9027663107937047
68,GCF_001422165.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,0.70000 (28/40),0.66667 (28/42),14,0.5521609155158002
69,GCF_001422165.1.RAST.fbamodel,GCF_001424565.1.RAST.fbamodel,0.75000 (30/40),0.83333 (30/36),19,2.023142216290952
70,GCF_001422165.1.RAST.fbamodel,GCF_001422795.1.RAST.fbamodel,0.85000 (34/40),0.87179 (34/39),10,1.8577172169855225
71,GCF_001422165.1.RAST.fbamodel,GCF_001423105.1.RAST.fbamodel,0.57500 (23/40),0.67647 (23/34),17,0.8926891605650982
72,GCF_001422165.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,0.87500 (35/40),0.85366 (35/41),11,1.8575412726117435
73,GCF_001422165.1.RAST.fbamodel,GCF_001422365.1.RAST.fbamodel,0.65000 (26/40),0.78788 (26/33),12,1.3423501909609643
74,GCF_001422165.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.87500 (35/40),0.89744 (35/39),11,2.222942585223594
75,GCF_001422165.1.RAST.fbamodel,GCF_001423215.1.RAST.fbamodel,0.57500 (23/40),0.79310 (23/29),18,0.4849785385343252
76,GCF_001422165.1.RAST.fbamodel,GCF_001424225.1.RAST.fbamodel,0.65000 (26/40),0.74286 (26/35),22,1.810075577713473
77,GCF_001422165.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,0.67500 (27/40),0.75000 (27/36),18,0.8757195150202046
78,GCF_001422165.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,0.77500 (31/40),0.81579 (31/38),16,2.5745477085346815
79,GCF_001422165.1.RAST.fbamodel,GCF_001424645.1.RAST.fbamodel,0.60000 (24/40),0.61538 (24/39),19,1.9628270656468807
80,GCF_001422165.1.RAST.fbamodel,GCF_001421275.1.RAST.fbamodel,0.65000 (26/40),0.72222 (26/36),14,1.9857832115426255
81,GCF_001422165.1.RAST.fbamodel,GCF_001424545.1.RAST.fbamodel,0.67500 (27/40),0.75000 (27/36),9,0.5976808067373527
82,GCF_001422165.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,0.57500 (23/40),0.69697 (23/33),16,0.7696487948948576
83,GCF_001422165.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,0.67500 (27/40),0.72973 (27/37),21,0.8757195150201914
84,GCF_001422165.1.RAST.fbamodel,GCF_920984705.1.RAST.fbamodel,0.72500 (29/40),0.85294 (29/34),9,0.6219110657262128
85,GCF_001422165.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,0.62500 (25/40),0.65789 (25/38),23,0.5668271441074507
86,GCF_001422165.1.RAST.fbamodel,GCF_920984685.1.RAST.fbamodel,0.77500 (31/40),0.81579 (31/38),12,1.0220981673883553
87,GCF_001422165.1.RAST.fbamodel,GCF_001425525.1.RAST.fbamodel,0.70000 (28/40),0.87500 (28/32),14,0.7322526860096349
88,GCF_001422165.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,0.60000 (24/40),0.60000 (24/40),16,0.5668271441071454
89,GCF_001422165.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,0.62500 (25/40),0.80645 (25/31),9,1.660248369552616
90,GCF_001422165.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,0.85000 (34/40),0.91892 (34/37),15,2.2246134757588045
91,GCF_001422165.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,0.62500 (25/40),0.71429 (25/35),13,1.0078637843615943
92,GCF_001422165.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,0.67500 (27/40),0.71053 (27/38),13,1.7728464523607166
93,GCF_001422165.1.RAST.fbamodel,GCF_001421865.1.RAST.fbamodel,0.62500 (25/40),0.64103 (25/39),22,2.0176940239629277
94,GCF_001422165.1.RAST.fbamodel,GCF_001424525.1.RAST.fbamodel,0.85000 (34/40),0.87179 (34/39),14,1.7629397558374873
95,GCF_001422165.1.RAST.fbamodel,GCF_001422865.1.RAST.fbamodel,0.75000 (30/40),0.75000 (30/40),10,0.5697436871402811
96,GCF_001422165.1.RAST.fbamodel,GCF_001424425.1.RAST.fbamodel,0.72500 (29/40),0.82857 (29/35),8,0.5841388463050174
97,GCF_001422165.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,0.55000 (22/40),0.62857 (22/35),14,2.157115335460031
98,GCF_001422165.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,0.72500 (29/40),0.87879 (29/33),9,0.6955557441935935
99,GCF_001422165.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),14,0.871423868071076
100,GCF_001422165.1.RAST.fbamodel,GCF_001422075.1.RAST.fbamodel,0.75000 (30/40),0.78947 (30/38),11,1.964016057949753
101,GCF_001422165.1.RAST.fbamodel,GCF_001421715.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),15,0.8714319196100916
102,GCF_001422165.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,0.65000 (26/40),0.72222 (26/36),15,0.8725784277869192
103,GCF_001422165.1.RAST.fbamodel,GCF_001423785.1.RAST.fbamodel,0.60000 (24/40),0.72727 (24/33),21,1.9853662271614123
104,GCF_001422165.1.RAST.fbamodel,GCF_001423945.1.RAST.fbamodel,0.77500 (31/40),0.75610 (31/41),8,2.3422024889165445
105,GCF_001422165.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,0.67500 (27/40),0.67500 (27/40),15,0.7177339354872548
106,GCF_001422165.1.RAST.fbamodel,GCF_001422695.1.RAST.fbamodel,0.62500 (25/40),0.75758 (25/33),17,2.023305771184347
107,GCF_001422165.1.RAST.fbamodel,GCF_001422485.1.RAST.fbamodel,0.62500 (25/40),0.71429 (25/35),12,1.6373447162588834
108,GCF_001422165.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.80000 (32/40),0.80000 (32/40),20,2.35947961393579
109,GCF_001422165.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,0.87500 (35/40),0.83333 (35/42),10,0.0781156532687826
110,GCF_001422165.1.RAST.fbamodel,GCF_001424165.1.RAST.fbamodel,0.70000 (28/40),0.90323 (28/31),10,1.605163375140203
111,GCF_001422165.1.RAST.fbamodel,GCF_001423985.1.RAST.fbamodel,0.70000 (28/40),0.82353 (28/34),7,0.7651866136839226
112,GCF_001422165.1.RAST.fbamodel,GCF_001421905.1.RAST.fbamodel,0.72500 (29/40),0.87879 (29/33),13,0.4903918396282619
113,GCF_001422165.1.RAST.fbamodel,GCF_916862475.1.RAST.fbamodel,0.67500 (27/40),0.71053 (27/38),11,2.317682677662949
114,GCF_001422165.1.RAST.fbamodel,GCF_001423265.1.RAST.fbamodel,0.85000 (34/40),0.87179 (34/39),9,1.7641554472530863
115,GCF_001422165.1.RAST.fbamodel,GCF_001422045.1.RAST.fbamodel,0.87500 (35/40),0.89744 (35/39),16,2.2245680242905177
116,GCF_001422165.1.RAST.fbamodel,GCF_001422645.1.RAST.fbamodel,0.72500 (29/40),0.78378 (29/37),18,2.0556488539174134
117,GCF_001422165.1.RAST.fbamodel,GCF_001423865.2.RAST.fbamodel,0.67500 (27/40),0.75000 (27/36),17,0.4491108791982615
118,GCF_001422165.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,0.72500 (29/40),0.87879 (29/33),5,0.6955557441936097
119,GCF_001422165.1.RAST.fbamodel,GCF_001422955.1.RAST.fbamodel,0.67500 (27/40),0.69231 (27/39),10,2.305819769258683
120,GCF_001422165.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.65000 (26/40),0.76471 (26/34),15,0.7803809959593417
121,GCF_001422165.1.RAST.fbamodel,GCF_001421625.1.RAST.fbamodel,0.75000 (30/40),0.73171 (30/41),15,2.3595268150595525
122,GCF_001422165.1.RAST.fbamodel,GCF_001422985.1.RAST.fbamodel,0.87500 (35/40),0.92105 (35/38),7,2.473071965617916
123,GCF_001422165.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,0.92500 (37/40),0.90244 (37/41),10,1.5220267838224264
124,GCF_001422165.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,0.65000 (26/40),0.81250 (26/32),13,0.08572013524256075
125,GCF_001422165.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,0.75000 (30/40),0.88235 (30/34),12,1.6877740708789548
126,GCF_001422165.1.RAST.fbamodel,GCF_001422065.1.RAST.fbamodel,0.72500 (29/40),0.82857 (29/35),8,0.5841388463049974
127,GCF_001422165.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,0.75000 (30/40),0.90909 (30/33),14,0.6109056912356127
128,GCF_001422165.1.RAST.fbamodel,GCF_001424345.1.RAST.fbamodel,0.72500 (29/40),0.69048 (29/42),17,1.708064400884861
129,GCF_001422165.1.RAST.fbamodel,GCF_001424025.1.RAST.fbamodel,0.77500 (31/40),0.86111 (31/36),6,0.7288207351462489
130,GCF_001422165.1.RAST.fbamodel,GCF_001425485.1.RAST.fbamodel,0.70000 (28/40),0.84848 (28/33),14,0.7323427015926783
131,GCF_001422165.1.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,0.77500 (31/40),0.77500 (31/40),14,1.0093165567314737
132,GCF_001422165.1.RAST.fbamodel,GCF_001422495.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),14,0.5250774698435582
133,GCF_001422165.1.RAST.fbamodel,GCF_001425605.1.RAST.fbamodel,0.60000 (24/40),0.72727 (24/33),14,2.0134764890770493
134,GCF_001422165.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,0.65000 (26/40),0.74286 (26/35),15,1.089438414234715
135,GCF_001422165.1.RAST.fbamodel,GCF_001422345.1.RAST.fbamodel,0.90000 (36/40),0.83721 (36/43),8,1.4219497150636278e-05
136,GCF_001422165.1.RAST.fbamodel,GCF_001424595.1.RAST.fbamodel,0.57500 (23/40),0.71875 (23/32),16,2.0441155447975854
137,GCF_001422165.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,0.62500 (25/40),0.69444 (25/36),19,0.7507425761890356
138,GCF_001422165.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,0.65000 (26/40),0.72222 (26/36),18,0.8725059847923571
139,GCF_001422165.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.75000 (30/40),0.71429 (30/42),13,2.3593841561048357
140,GCF_001422165.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.62500 (25/40),0.73529 (25/34),19,1.2809600183738548
141,GCF_001422165.1.RAST.fbamodel,GCF_916858655.1.RAST.fbamodel,0.70000 (28/40),0.71795 (28/39),14,3.1948182946546715
142,GCF_001422165.1.RAST.fbamodel,GCF_001422605.1.RAST.fbamodel,0.65000 (26/40),0.72222 (26/36),11,0.6481495842759056
143,GCF_001422165.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,0.60000 (24/40),0.66667 (24/36),14,1.682506799547455
144,GCF_001422165.1.RAST.fbamodel,GCF_001424605.1.RAST.fbamodel,0.70000 (28/40),0.80000 (28/35),14,1.6877754377127063
145,GCF_001422165.1.RAST.fbamodel,GCF_001422895.1.RAST.fbamodel,0.87500 (35/40),0.81395 (35/43),9,1.8097485700224753e-05
146,GCF_001422165.1.RAST.fbamodel,GCF_001424585.1.RAST.fbamodel,0.80000 (32/40),0.74419 (32/43),7,0.5168323754114136
147,GCF_001422165.1.RAST.fbamodel,GCF_001425965.1.RAST.fbamodel,0.65000 (26/40),0.76471 (26/34),13,1.2716811679136981
148,GCF_001422165.1.RAST.fbamodel,GCF_003627215.1.RAST.fbamodel,0.75000 (30/40),0.76923 (30/39),14,0.8170223068703908
149,GCF_001422165.1.RAST.fbamodel,GCF_001421745.1.RAST.fbamodel,0.70000 (28/40),0.68293 (28/41),21,0.7166400607870411
150,GCF_001422165.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,0.62500 (25/40),0.62500 (25/40),20,0.7827879109178683
151,GCF_001422165.1.RAST.fbamodel,GCF_001425985.1.RAST.fbamodel,0.70000 (28/40),0.75676 (28/37),14,0.6315021608126659
152,GCF_001422165.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,0.62500 (25/40),0.69444 (25/36),14,0.9829148296550347
153,GCF_001422165.1.RAST.fbamodel,GCF_001425425.1.RAST.fbamodel,0.77500 (31/40),0.75610 (31/41),16,1.0438454528615921
154,GCF_001422165.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),14,0.5250774698435214
155,GCF_001422165.1.RAST.fbamodel,GCF_001423135.1.RAST.fbamodel,0.67500 (27/40),0.71053 (27/38),10,2.3055805802445812
156,GCF_001422165.1.RAST.fbamodel,GCF_001424705.1.RAST.fbamodel,0.97500 (39/40),0.90698 (39/43),8,0.4276071527184502
157,GCF_001422165.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,0.65000 (26/40),0.72222 (26/36),17,1.8039193516059389
158,GCF_001422165.1.RAST.fbamodel,GCF_001424385.1.RAST.fbamodel,0.62500 (25/40),0.73529 (25/34),17,1.981989994254863
159,GCF_001422165.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.67500 (27/40),0.71053 (27/38),20,0.8756259400622229
160,GCF_001422165.1.RAST.fbamodel,GCF_001423055.1.RAST.fbamodel,0.75000 (30/40),0.81081 (30/37),13,1.6364621807088822
161,GCF_001422165.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,0.67500 (27/40),0.72973 (27/37),12,0.8543323288251613
162,GCF_001422165.1.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,0.70000 (28/40),0.68293 (28/41),15,1.567690404757452
163,GCF_001422165.1.RAST.fbamodel,GCF_001423365.1.RAST.fbamodel,0.62500 (25/40),0.60976 (25/41),18,0.7389498951048268
164,GCF_001422165.1.RAST.fbamodel,GCF_003258395.1.RAST.fbamodel,0.77500 (31/40),0.81579 (31/38),11,0.8177886592249228
165,GCF_001422165.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,0.75000 (30/40),0.76923 (30/39),12,2.369684014102483
166,GCF_001422165.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,0.87500 (35/40),0.94595 (35/37),15,0.7980133250944703
167,GCF_001422165.1.RAST.fbamodel,GCF_001422405.1.RAST.fbamodel,0.60000 (24/40),0.80000 (24/30),13,1.4401177307677986
168,GCF_001422165.1.RAST.fbamodel,GCF_001421285.1.RAST.fbamodel,0.75000 (30/40),0.69767 (30/43),9,2.568048897166836
169,GCF_001422165.1.RAST.fbamodel,GCF_001425565.1.RAST.fbamodel,0.85000 (34/40),0.85000 (34/40),11,1.7629397558916393
170,GCF_001422165.1.RAST.fbamodel,GCF_001423085.1.RAST.fbamodel,0.85000 (34/40),0.80952 (34/42),8,1.8243074436447142
171,GCF_001422165.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,0.75000 (30/40),0.85714 (30/35),9,0.752087487951627
172,GCF_001422165.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,0.67500 (27/40),0.79412 (27/34),15,1.1867051547358947
173,GCF_001422165.1.RAST.fbamodel,GCF_916858675.1.RAST.fbamodel,0.70000 (28/40),0.66667 (28/42),16,0.7781052838721004
174,GCF_001422165.1.RAST.fbamodel,GCF_001423005.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),14,2.048732579625223
175,GCF_001422165.1.RAST.fbamodel,GCF_920984735.1.RAST.fbamodel,0.65000 (26/40),0.66667 (26/39),14,0.5129798021238782
176,GCF_001422165.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,0.57500 (23/40),0.76667 (23/30),19,2.0989786550930853
177,GCF_001422165.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,0.75000 (30/40),0.75000 (30/40),9,2.3558284984508773
178,GCF_001422165.1.RAST.fbamodel,GCF_001422455.1.RAST.fbamodel,0.87500 (35/40),0.83333 (35/42),10,0.7029414574178129
179,GCF_001422165.1.RAST.fbamodel,GCF_001422775.1.RAST.fbamodel,0.85000 (34/40),0.85000 (34/40),9,2.951774081065646
180,GCF_001422165.1.RAST.fbamodel,GCF_001421995.1.RAST.fbamodel,0.82500 (33/40),0.75000 (33/44),16,2.2374196588223487
181,GCF_001423965.1.RAST.fbamodel,GCF_001424505.1.RAST.fbamodel,0.68571 (24/35),0.72727 (24/33),14,0.12685927808520517
182,GCF_001423965.1.RAST.fbamodel,GCF_001421245.1.RAST.fbamodel,0.77143 (27/35),0.72973 (27/37),8,0.413952953639291
183,GCF_001423965.1.RAST.fbamodel,GCF_001424455.1.RAST.fbamodel,0.77143 (27/35),0.71053 (27/38),17,0.1242263753510923
184,GCF_001423965.1.RAST.fbamodel,GCF_001422325.1.RAST.fbamodel,0.71429 (25/35),0.73529 (25/34),4,0.14211756460490488
185,GCF_001423965.1.RAST.fbamodel,GCF_001422815.1.RAST.fbamodel,0.71429 (25/35),0.64103 (25/39),6,2.323014307847066
186,GCF_001423965.1.RAST.fbamodel,GCF_001424185.1.RAST.fbamodel,0.71429 (25/35),0.69444 (25/36),14,0.386365011187206
187,GCF_001423965.1.RAST.fbamodel,GCF_001424485.1.RAST.fbamodel,0.80000 (28/35),0.75676 (28/37),7,0.12422696248435658
188,GCF_001423965.1.RAST.fbamodel,GCF_001423545.1.RAST.fbamodel,0.71429 (25/35),0.80645 (25/31),11,0.14213884078630148
189,GCF_001423965.1.RAST.fbamodel,GCF_001423885.1.RAST.fbamodel,0.77143 (27/35),0.71053 (27/38),9,0.011448183414789363
190,GCF_001423965.1.RAST.fbamodel,GCF_001425545.1.RAST.fbamodel,0.71429 (25/35),0.65789 (25/38),16,0.3257618348992209
