,model1,model2,mro_model1,mro_model2,mip,GRD
0,GCF_001425355.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,0.80645 (25/31),0.59524 (25/42),16,0.20550886589097878
1,GCF_001425355.1.RAST.fbamodel,GCF_001421285.1.RAST.fbamodel,0.83871 (26/31),0.60465 (26/43),11,2.1909921830596075
2,GCF_001425355.1.RAST.fbamodel,GCF_001423495.1.RAST.fbamodel,0.83871 (26/31),0.70270 (26/37),8,1.708650213982034
3,GCF_001425355.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,0.74194 (23/31),0.63889 (23/36),15,0.6746272633611408
4,GCF_001425355.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,0.77419 (24/31),0.63158 (24/38),9,0.40125130376420765
5,GCF_001425355.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,0.70968 (22/31),0.64706 (22/34),13,0.9556231589076409
6,GCF_001422215.1.RAST.fbamodel,GCF_001425985.1.RAST.fbamodel,0.72500 (29/40),0.78378 (29/37),12,0.7504362384924341
7,GCF_001422215.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,0.82500 (33/40),0.78571 (33/42),7,2.078926352181172
8,GCF_001422215.1.RAST.fbamodel,GCF_001422775.1.RAST.fbamodel,0.87500 (35/40),0.87500 (35/40),7,0.3837516743326374
9,GCF_001422215.1.RAST.fbamodel,GCF_001422245.1.RAST.fbamodel,0.62500 (25/40),0.71429 (25/35),17,0.7693040631897394
10,GCF_001422215.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,0.67500 (27/40),0.67500 (27/40),11,0.6625627790576132
11,GCF_001422215.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,0.67500 (27/40),0.81818 (27/33),7,0.76078736116545
12,GCF_001422215.1.RAST.fbamodel,GCF_001424525.1.RAST.fbamodel,0.80000 (32/40),0.82051 (32/39),3,0.033623878128921585
13,GCF_001422215.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,0.65000 (26/40),0.68421 (26/38),15,0.029930994928971253
14,GCF_001422215.1.RAST.fbamodel,GCF_001421765.1.RAST.fbamodel,0.62500 (25/40),0.67568 (25/37),13,0.8725871714295399
15,GCF_001422215.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,0.70000 (28/40),0.82353 (28/34),15,0.06252997095472777
16,GCF_001424105.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.72727 (24/33),0.63158 (24/38),13,0.14440068386538818
17,GCF_001424105.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,0.66667 (22/33),0.61111 (22/36),12,0.20986228577668037
18,GCF_001424105.1.RAST.fbamodel,GCF_001422985.1.RAST.fbamodel,0.81818 (27/33),0.71053 (27/38),7,1.1190717443540146
19,GCF_001424105.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,0.87879 (29/33),0.70732 (29/41),7,0.5387978564848999
20,GCF_001424105.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,0.63636 (21/33),0.63636 (21/33),10,0.07973943408642915
21,GCF_001424105.1.RAST.fbamodel,GCF_001425485.1.RAST.fbamodel,0.75758 (25/33),0.75758 (25/33),7,0.05697736955351165
22,GCF_001424105.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,0.66667 (22/33),0.61111 (22/36),9,0.06820393057567448
23,GCF_001424105.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.75758 (25/33),0.59524 (25/42),11,1.0497058840465843
24,GCF_001424105.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,0.81818 (27/33),0.65854 (27/41),6,0.7435097887611761
25,GCF_001424105.1.RAST.fbamodel,GCF_001422245.1.RAST.fbamodel,0.72727 (24/33),0.68571 (24/35),2,0.015398804111616688
26,GCF_001424565.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.75000 (27/36),0.79412 (27/34),13,0.3253815024980229
27,GCF_001424565.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,0.75000 (27/36),0.72973 (27/37),17,0.6154235648437715
28,GCF_001424565.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,0.66667 (24/36),0.60000 (24/40),16,0.6957385664213123
29,GCF_001424565.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,0.69444 (25/36),0.78125 (25/32),11,1.78445809206384
30,GCF_001424565.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,0.72222 (26/36),0.70270 (26/37),13,0.6303130616335776
31,GCF_001424565.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,0.72222 (26/36),0.78788 (26/33),10,0.7829801388989206
32,GCF_001424565.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.75000 (27/36),0.72973 (27/37),16,0.9822876385440216
33,GCF_001424565.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.75000 (27/36),0.64286 (27/42),6,0.11122266693211895
34,GCF_001424565.1.RAST.fbamodel,GCF_001424345.1.RAST.fbamodel,0.80556 (29/36),0.69048 (29/42),9,0.11634797728791861
35,GCF_001424565.1.RAST.fbamodel,GCF_001422345.1.RAST.fbamodel,0.80556 (29/36),0.67442 (29/43),17,2.0230992293422236
36,GCF_001423285.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,0.51220 (21/41),0.70000 (21/30),24,0.08449130194396748
37,GCF_001423285.1.RAST.fbamodel,GCF_001424525.1.RAST.fbamodel,0.78049 (32/41),0.82051 (32/39),2,0.034239442454136744
38,GCF_001423285.1.RAST.fbamodel,GCF_001423265.1.RAST.fbamodel,0.78049 (32/41),0.82051 (32/39),10,0.03378457801623049
39,GCF_001423285.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.60976 (25/41),0.67568 (25/37),5,0.8737023719227414
40,GCF_001423765.1.RAST.fbamodel,GCF_001423155.1.RAST.fbamodel,0.68571 (24/35),0.63158 (24/38),14,0.5455726939925465
41,GCF_001423765.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,0.82857 (29/35),0.76316 (29/38),4,0.43529778065582864
42,GCF_001423765.1.RAST.fbamodel,GCF_001423605.1.RAST.fbamodel,0.82857 (29/35),0.82857 (29/35),14,0.2833138276134873
43,GCF_001423765.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,0.91429 (32/35),0.88889 (32/36),3,0.03171701565366042
44,GCF_001423765.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.85714 (30/35),0.88235 (30/34),5,0.08510273408214206
45,GCF_001423765.1.RAST.fbamodel,GCF_001422645.1.RAST.fbamodel,0.74286 (26/35),0.70270 (26/37),4,0.5816836935783102
46,GCF_001422425.1.RAST.fbamodel,GCF_001425355.1.RAST.fbamodel,0.66667 (24/36),0.77419 (24/31),3,1.599166931662472
47,GCF_001422425.1.RAST.fbamodel,GCF_942548115.1.RAST.fbamodel,0.69444 (25/36),0.65789 (25/38),20,0.0469232868771625
48,GCF_001422425.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,0.66667 (24/36),0.63158 (24/38),5,0.048125794330368274
49,GCF_001422425.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,0.75000 (27/36),0.77143 (27/35),11,0.6587595713240676
50,GCF_001422425.1.RAST.fbamodel,GCF_001422735.1.RAST.fbamodel,0.72222 (26/36),0.76471 (26/34),10,0.8391529054425291
51,GCF_001422425.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.69444 (25/36),0.65789 (25/38),4,0.5495050630092854
52,GCF_001422425.1.RAST.fbamodel,GCF_001421905.1.RAST.fbamodel,0.69444 (25/36),0.75758 (25/33),14,0.9500186549343499
53,GCF_001422605.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,0.66667 (24/36),0.66667 (24/36),19,0.6275869770208488
54,GCF_001422605.1.RAST.fbamodel,GCF_001425985.1.RAST.fbamodel,0.88889 (32/36),0.86486 (32/37),3,0.01020373975781304
55,GCF_001422605.1.RAST.fbamodel,GCF_001423135.1.RAST.fbamodel,0.72222 (26/36),0.68421 (26/38),15,1.0056314134224191
56,GCF_001425575.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,0.70968 (22/31),0.61111 (22/36),3,0.34158478708580964
57,GCF_001425575.1.RAST.fbamodel,GCF_001422695.1.RAST.fbamodel,0.64516 (20/31),0.60606 (20/33),15,0.1364750020291186
58,GCF_001425575.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,0.74194 (23/31),0.71875 (23/32),2,1.4502155603454379
59,GCF_001425575.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.77419 (24/31),0.60000 (24/40),9,0.2628443465603435
60,GCF_001422795.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.61538 (24/39),0.64865 (24/37),6,0.8738177394220131
61,GCF_001422795.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,0.89744 (35/39),0.85366 (35/41),4,0.13310343701208172
62,GCF_001422795.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.69231 (27/39),0.64286 (27/42),1,0.17554813896102853
63,GCF_001422795.1.RAST.fbamodel,GCF_920984705.1.RAST.fbamodel,0.66667 (26/39),0.76471 (26/34),5,0.7619444600718521
64,GCF_001422795.1.RAST.fbamodel,GCF_001424025.1.RAST.fbamodel,0.74359 (29/39),0.80556 (29/36),4,0.6529864310911154
65,GCF_001422795.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,0.82051 (32/39),0.76190 (32/42),6,2.0809496642479077
66,GCF_001422795.1.RAST.fbamodel,GCF_001422605.1.RAST.fbamodel,0.61538 (24/39),0.66667 (24/36),4,0.7338943286759697
67,GCF_001422795.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,0.61538 (24/39),0.66667 (24/36),5,0.4411699253279401
68,GCF_001422795.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,0.64103 (25/39),0.62500 (25/40),5,0.602948505251122
69,GCF_001422795.1.RAST.fbamodel,GCF_001424385.1.RAST.fbamodel,0.61538 (24/39),0.70588 (24/34),21,0.04348673008328579
70,GCF_001422795.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,0.61538 (24/39),0.66667 (24/36),15,0.5260867980640355
71,GCF_001422795.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,0.64103 (25/39),0.69444 (25/36),15,0.0191866664589934
72,GCF_001425495.1.RAST.fbamodel,GCF_001425605.1.RAST.fbamodel,0.60000 (24/40),0.72727 (24/33),20,0.46917964334803647
73,GCF_001425495.1.RAST.fbamodel,GCF_001423985.1.RAST.fbamodel,0.72500 (29/40),0.85294 (29/34),6,0.16198970405374874
74,GCF_001425495.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,0.65000 (26/40),0.65000 (26/40),13,0.30909697253343293
75,GCF_001425495.1.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,0.70000 (28/40),0.70000 (28/40),19,0.0208091223672754
76,GCF_001425495.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,0.72500 (29/40),0.70732 (29/41),5,0.3931555407732628
77,GCF_001425495.1.RAST.fbamodel,GCF_001422495.1.RAST.fbamodel,0.65000 (26/40),0.70270 (26/37),18,0.3449340845909069
78,GCF_001425495.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,0.75000 (30/40),0.81081 (30/37),14,0.14077501106712217
79,GCF_001425495.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,0.67500 (27/40),0.77143 (27/35),4,0.17067708372952084
80,GCF_001424445.1.RAST.fbamodel,GCF_001422075.1.RAST.fbamodel,0.73171 (30/41),0.78947 (30/38),14,1.5845137877610622
81,GCF_001424445.1.RAST.fbamodel,GCF_001422645.1.RAST.fbamodel,0.70732 (29/41),0.78378 (29/37),4,1.6644142403785247
82,GCF_001424445.1.RAST.fbamodel,GCF_920984675.1.RAST.fbamodel,0.75610 (31/41),0.86111 (31/36),14,0.6591427539468528
83,GCF_001424445.1.RAST.fbamodel,GCF_001424595.1.RAST.fbamodel,0.56098 (23/41),0.71875 (23/32),17,1.6543576158995912
84,GCF_001424445.1.RAST.fbamodel,GCF_001421275.1.RAST.fbamodel,0.60976 (25/41),0.69444 (25/36),12,1.6034939509940793
85,GCF_001424445.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.75610 (31/41),0.79487 (31/39),15,1.8102882662674376
86,GCF_001424445.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,0.65854 (27/41),0.75000 (27/36),7,0.5265836076848872
87,GCF_001424445.1.RAST.fbamodel,GCF_001424325.1.RAST.fbamodel,0.60976 (25/41),0.75758 (25/33),17,0.5441947804603788
88,GCF_001424445.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,0.60976 (25/41),0.75758 (25/33),6,0.5430691401396752
89,GCF_942548115.1.RAST.fbamodel,GCF_001426125.1.RAST.fbamodel,0.71053 (27/38),0.79412 (27/34),15,0.7912229011294959
90,GCF_942548115.1.RAST.fbamodel,GCF_001421715.1.RAST.fbamodel,0.73684 (28/38),0.75676 (28/37),12,0.6258484354561603
91,GCF_942548115.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,0.76316 (29/38),0.80556 (29/36),4,0.7379280654635196
92,GCF_942548115.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,0.71053 (27/38),0.77143 (27/35),7,0.4562116968042509
93,GCF_942548115.1.RAST.fbamodel,GCF_001422735.1.RAST.fbamodel,0.71053 (27/38),0.79412 (27/34),6,0.9254520048356163
94,GCF_001423005.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,0.67568 (25/37),0.62500 (25/40),20,0.10072904421961364
95,GCF_001423865.2.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,0.72222 (26/36),0.65000 (26/40),13,1.9117224821128018
96,GCF_001423865.2.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,0.72222 (26/36),0.70270 (26/37),4,1.6871331513498151
97,GCF_001423865.2.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.69444 (25/36),0.73529 (25/34),4,1.5799694703625844
98,GCF_001423865.2.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,0.72222 (26/36),0.63415 (26/41),15,2.7208680999470256
99,GCF_001423865.2.RAST.fbamodel,GCF_001421995.1.RAST.fbamodel,0.75000 (27/36),0.61364 (27/44),6,3.6913800481296053
100,GCF_001423865.2.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.75000 (27/36),0.71053 (27/38),4,1.7179899550495912
101,GCF_001423865.2.RAST.fbamodel,GCF_920984735.1.RAST.fbamodel,0.77778 (28/36),0.71795 (28/39),6,1.1924754912648754
102,GCF_920984725.1.RAST.fbamodel,GCF_001422125.1.RAST.fbamodel,0.86486 (32/37),0.76190 (32/42),7,2.4765225978693755
103,GCF_920984725.1.RAST.fbamodel,GCF_001423055.1.RAST.fbamodel,0.86486 (32/37),0.86486 (32/37),8,0.2230892784192995
104,GCF_920984725.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,0.83784 (31/37),0.93939 (31/33),14,1.0017488570137767
105,GCF_920984725.1.RAST.fbamodel,GCF_001422025.1.RAST.fbamodel,0.70270 (26/37),0.81250 (26/32),14,0.052631284624481314
106,GCF_920984725.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,0.72973 (27/37),0.75000 (27/36),4,0.7220925606512453
107,GCF_920984725.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.70270 (26/37),0.76471 (26/34),4,0.41371554091713464
108,GCF_920984725.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,0.72973 (27/37),0.72973 (27/37),15,0.719142228016457
109,GCF_001423155.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,0.76316 (29/38),0.78378 (29/37),14,0.07995191913390996
110,GCF_001423155.1.RAST.fbamodel,GCF_001423925.1.RAST.fbamodel,0.65789 (25/38),0.71429 (25/35),13,0.12033418447462602
111,GCF_001423155.1.RAST.fbamodel,GCF_920984675.1.RAST.fbamodel,0.73684 (28/38),0.77778 (28/36),6,0.5692342937649858
112,GCF_001423155.1.RAST.fbamodel,GCF_001423985.1.RAST.fbamodel,0.73684 (28/38),0.82353 (28/34),3,0.6915413502290141
113,GCF_001423155.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.65789 (25/38),0.73529 (25/34),2,0.6771051559714834
114,GCF_001423155.1.RAST.fbamodel,GCF_001421355.1.RAST.fbamodel,0.78947 (30/38),0.68182 (30/44),5,0.19497151613024968
115,GCF_001423155.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,0.78947 (30/38),0.81081 (30/37),4,0.6606585202923569
116,GCF_001423155.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,0.68421 (26/38),0.65000 (26/40),4,0.7382704540155051
117,GCF_001423155.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,0.65789 (25/38),0.65789 (25/38),20,0.13772305667682233
118,GCF_001423155.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,0.65789 (25/38),0.83333 (25/30),7,0.03787569303503001
119,GCF_001423155.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,0.65789 (25/38),0.67568 (25/37),2,0.5955156920141647
120,GCF_001422645.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.70270 (26/37),0.70270 (26/37),5,1.003602383709195
121,GCF_001422645.1.RAST.fbamodel,GCF_001422065.1.RAST.fbamodel,0.78378 (29/37),0.82857 (29/35),6,0.928902167285935
122,GCF_001422645.1.RAST.fbamodel,GCF_001424595.1.RAST.fbamodel,0.64865 (24/37),0.75000 (24/32),4,0.0037887225213174085
123,GCF_001422645.1.RAST.fbamodel,GCF_001422455.1.RAST.fbamodel,0.72973 (27/37),0.64286 (27/42),10,0.7943358185387689
124,GCF_001422645.1.RAST.fbamodel,GCF_001422775.1.RAST.fbamodel,0.81081 (30/37),0.75000 (30/40),4,0.2932683924058452
125,GCF_001422645.1.RAST.fbamodel,GCF_001424025.1.RAST.fbamodel,0.72973 (27/37),0.75000 (27/36),7,0.7674758243001929
126,GCF_001422645.1.RAST.fbamodel,GCF_001424345.1.RAST.fbamodel,0.81081 (30/37),0.71429 (30/42),3,0.12835162004322975
127,GCF_001422645.1.RAST.fbamodel,GCF_001421885.1.RAST.fbamodel,0.81081 (30/37),0.75000 (30/40),9,0.5207403948784011
128,GCF_001422645.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,0.78378 (29/37),0.70732 (29/41),4,0.2115846165949778
129,GCF_001423605.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,0.85714 (30/35),0.75000 (30/40),6,0.5823246534926203
130,GCF_001423605.1.RAST.fbamodel,GCF_001425425.1.RAST.fbamodel,0.80000 (28/35),0.68293 (28/41),18,0.21302186249532895
131,GCF_001423605.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,0.82857 (29/35),0.78378 (29/37),3,0.33699293235812583
132,GCF_001423605.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,0.85714 (30/35),0.75000 (30/40),3,0.39064731295281063
133,GCF_001424605.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,0.77143 (27/35),0.67500 (27/40),16,0.5076248953970467
134,GCF_001421715.1.RAST.fbamodel,GCF_001425485.1.RAST.fbamodel,0.70270 (26/37),0.78788 (26/33),2,0.08028966664015778
135,GCF_001421715.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,0.67568 (25/37),0.75758 (25/33),4,0.16172655531103097
136,GCF_001421715.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,0.86486 (32/37),0.88889 (32/36),4,0.43339801541178025
137,GCF_001424225.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,0.65714 (23/35),0.71875 (23/32),18,1.5882135612126382
138,GCF_001424225.1.RAST.fbamodel,GCF_001424165.1.RAST.fbamodel,0.68571 (24/35),0.77419 (24/31),17,0.07865618123318893
139,GCF_001424225.1.RAST.fbamodel,GCF_001423785.1.RAST.fbamodel,0.88571 (31/35),0.93939 (31/33),3,0.06237933628361653
140,GCF_001424225.1.RAST.fbamodel,GCF_001421865.1.RAST.fbamodel,0.88571 (31/35),0.79487 (31/39),9,0.07388358088773277
141,GCF_001424225.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,0.88571 (31/35),0.88571 (31/35),4,0.3995349682605444
142,GCF_001424225.1.RAST.fbamodel,GCF_001421745.1.RAST.fbamodel,0.82857 (29/35),0.70732 (29/41),11,0.6369626003180855
143,GCF_001424225.1.RAST.fbamodel,GCF_001421715.1.RAST.fbamodel,0.88571 (31/35),0.83784 (31/37),3,0.5015644161409909
144,GCF_001421415.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,0.85366 (35/41),0.94595 (35/37),3,0.09982782818283095
145,GCF_001421415.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.60976 (25/41),0.75758 (25/33),1,0.02871422208119861
146,GCF_001421415.1.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,0.78049 (32/41),0.78049 (32/41),6,0.5229294756992613
147,GCF_001421415.1.RAST.fbamodel,GCF_001422285.1.RAST.fbamodel,0.65854 (27/41),0.77143 (27/35),17,0.1836165896191285
148,GCF_001421415.1.RAST.fbamodel,GCF_001423265.1.RAST.fbamodel,0.65854 (27/41),0.69231 (27/39),6,0.6394553635582072
149,GCF_001421415.1.RAST.fbamodel,GCF_001421425.1.RAST.fbamodel,0.58537 (24/41),0.63158 (24/38),15,0.0781533180932863
150,GCF_001421415.1.RAST.fbamodel,GCF_001423465.1.RAST.fbamodel,0.60976 (25/41),0.65789 (25/38),9,0.44781201370542445
151,GCF_001421415.1.RAST.fbamodel,GCF_916858675.1.RAST.fbamodel,0.87805 (36/41),0.85714 (36/42),16,0.054616609030521616
152,GCF_001421415.1.RAST.fbamodel,GCF_001425405.1.RAST.fbamodel,0.85366 (35/41),0.92105 (35/38),11,0.05422516792469495
153,GCF_001422025.1.RAST.fbamodel,GCF_001422045.1.RAST.fbamodel,0.81250 (26/32),0.66667 (26/39),5,0.05265106756781416
154,GCF_001422025.1.RAST.fbamodel,GCF_001424705.1.RAST.fbamodel,0.81250 (26/32),0.60465 (26/43),9,1.3776463761413102
155,GCF_001422025.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,0.68750 (22/32),0.55000 (22/40),6,0.9760597977891283
156,GCF_001422025.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,0.78125 (25/32),0.69444 (25/36),6,0.8127285043582515
157,GCF_001422025.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,0.78125 (25/32),0.67568 (25/37),4,0.8096228919268337
158,GCF_001422025.1.RAST.fbamodel,GCF_916858675.1.RAST.fbamodel,0.75000 (24/32),0.57143 (24/42),5,0.9089673733058018
159,GCF_001422025.1.RAST.fbamodel,GCF_001422955.1.RAST.fbamodel,0.78125 (25/32),0.64103 (25/39),14,0.02677859355168127
160,GCF_001422025.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.68750 (22/32),0.64706 (22/34),4,0.48812120592728303
161,GCF_001424265.1.RAST.fbamodel,GCF_001424605.1.RAST.fbamodel,0.80000 (28/35),0.80000 (28/35),13,0.18185782645488607
162,GCF_001424265.1.RAST.fbamodel,GCF_001422895.1.RAST.fbamodel,0.77143 (27/35),0.62791 (27/43),15,1.2741540788183967
163,GCF_001424265.1.RAST.fbamodel,GCF_001424705.1.RAST.fbamodel,0.82857 (29/35),0.67442 (29/43),6,0.593011936763312
164,GCF_001424265.1.RAST.fbamodel,GCF_001422645.1.RAST.fbamodel,0.82857 (29/35),0.78378 (29/37),2,0.34361764834634206
165,GCF_001424265.1.RAST.fbamodel,GCF_001422605.1.RAST.fbamodel,0.77143 (27/35),0.75000 (27/36),5,0.3798475921033024
166,GCF_001424265.1.RAST.fbamodel,GCF_001422345.1.RAST.fbamodel,0.77143 (27/35),0.62791 (27/43),9,1.2741628978363013
167,GCF_001424265.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,0.82857 (29/35),0.85294 (29/34),4,0.1818572254367681
168,GCF_001424265.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,0.77143 (27/35),0.75000 (27/36),5,0.21451960835328376
169,GCF_001421845.1.RAST.fbamodel,GCF_001423295.1.RAST.fbamodel,0.77143 (27/35),0.65854 (27/41),13,0.3411085959569331
170,GCF_001421845.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,0.74286 (26/35),0.63415 (26/41),7,0.5195211996095866
171,GCF_001421845.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,0.74286 (26/35),0.74286 (26/35),3,0.0676981695797023
172,GCF_001421845.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,0.80000 (28/35),0.77778 (28/36),3,0.49100729973724033
173,GCF_001421845.1.RAST.fbamodel,GCF_001423005.1.RAST.fbamodel,0.82857 (29/35),0.78378 (29/37),4,0.6211887580007153
174,GCF_001421845.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.85714 (30/35),0.88235 (30/34),4,0.05626477857204039
175,GCF_001421845.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,0.82857 (29/35),0.76316 (29/38),4,0.9007953005592759
176,GCF_001424125.1.RAST.fbamodel,GCF_001423605.1.RAST.fbamodel,0.83871 (26/31),0.74286 (26/35),6,0.09192956162244613
177,GCF_001424125.1.RAST.fbamodel,GCF_001423105.1.RAST.fbamodel,0.77419 (24/31),0.70588 (24/34),16,0.4303160442023582
178,GCF_001424125.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,0.77419 (24/31),0.68571 (24/35),15,0.1662163951238014
179,GCF_001424125.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,0.80645 (25/31),0.71429 (25/35),4,0.43954603246029755
180,GCF_001424125.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,0.87097 (27/31),0.79412 (27/34),3,0.2380012308386061
181,GCF_001424125.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,0.77419 (24/31),0.63158 (24/38),3,0.7277870652326585
182,GCF_001424125.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,0.96774 (30/31),0.81081 (30/37),5,0.19114973758771414
183,GCF_001424125.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.74194 (23/31),0.67647 (23/34),4,0.5205417712209355
184,GCF_001424125.1.RAST.fbamodel,GCF_920984705.1.RAST.fbamodel,0.83871 (26/31),0.76471 (26/34),5,0.6691073451872043
185,GCF_001424125.1.RAST.fbamodel,GCF_001422375.1.RAST.fbamodel,0.93548 (29/31),0.63043 (29/46),4,0.26877085908686693
186,GCF_001424125.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,0.80645 (25/31),0.80645 (25/31),1,0.01762816736550873
187,GCF_001424125.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,0.83871 (26/31),0.66667 (26/39),11,0.24473778309404456
188,GCF_001424125.1.RAST.fbamodel,GCF_001424025.1.RAST.fbamodel,0.87097 (27/31),0.75000 (27/36),3,0.5658903309113081
189,GCF_001424125.1.RAST.fbamodel,GCF_001424165.1.RAST.fbamodel,0.87097 (27/31),0.87097 (27/31),2,0.03914545201948141
190,GCF_001424125.1.RAST.fbamodel,GCF_001421275.1.RAST.fbamodel,0.83871 (26/31),0.72222 (26/36),7,0.10292750299214704
