,model1,model2,mro_model1,mro_model2,mip,GRD
395,GCF_916856905.1.RAST.fbamodel,GCF_001425405.1.RAST.fbamodel,0.64444 (29/45),0.76316 (29/38),14,0.15408122578558953
396,GCF_916856905.1.RAST.fbamodel,GCF_001425485.1.RAST.fbamodel,0.60000 (27/45),0.81818 (27/33),5,0.18412843819466013
397,GCF_916856905.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,0.48889 (22/45),0.70968 (22/31),2,0.29684945440511024
398,GCF_001425545.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.68421 (26/38),0.76471 (26/34),16,0.13463853518651597
399,GCF_001425545.1.RAST.fbamodel,GCF_001421245.1.RAST.fbamodel,0.65789 (25/38),0.67568 (25/37),7,0.06652108728647543
400,GCF_001425545.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,0.76316 (29/38),0.70732 (29/41),5,0.42145255404639254
401,GCF_001425545.1.RAST.fbamodel,GCF_001423325.1.RAST.fbamodel,0.78947 (30/38),0.76923 (30/39),2,0.8423995535504186
402,GCF_001425545.1.RAST.fbamodel,GCF_001422985.1.RAST.fbamodel,0.76316 (29/38),0.76316 (29/38),5,0.7276415438794932
403,GCF_001425545.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,0.81579 (31/38),0.93939 (31/33),6,0.24792943272206483
404,GCF_001425545.1.RAST.fbamodel,GCF_001423495.1.RAST.fbamodel,0.78947 (30/38),0.81081 (30/37),7,0.506599568709786
405,GCF_001425545.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,0.81579 (31/38),0.88571 (31/35),9,0.14737228549162182
406,GCF_001425545.1.RAST.fbamodel,GCF_001424225.1.RAST.fbamodel,0.63158 (24/38),0.68571 (24/35),8,0.3978412648991679
407,GCF_001425545.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.65789 (25/38),0.67568 (25/37),7,0.31816033295581064
408,GCF_001425545.1.RAST.fbamodel,GCF_001421505.1.RAST.fbamodel,0.63158 (24/38),0.61538 (24/39),5,0.16451241183898485
409,GCF_001425545.1.RAST.fbamodel,GCF_001423785.1.RAST.fbamodel,0.65789 (25/38),0.75758 (25/33),17,0.485037675233411
410,GCF_001425545.1.RAST.fbamodel,GCF_001423905.1.RAST.fbamodel,0.65789 (25/38),0.71429 (25/35),8,0.5221599535363148
411,GCF_001425545.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,0.76316 (29/38),0.78378 (29/37),5,0.6040485941049804
412,GCF_001425545.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,0.65789 (25/38),0.64103 (25/39),4,0.6762123417372697
413,GCF_001425545.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,0.76316 (29/38),0.78378 (29/37),5,0.6040561305185652
414,GCF_001425545.1.RAST.fbamodel,GCF_001421705.1.RAST.fbamodel,0.78947 (30/38),0.90909 (30/33),4,0.20803612231756952
415,GCF_001425545.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,0.68421 (26/38),0.65000 (26/40),8,0.2830366342533181
416,GCF_001425545.1.RAST.fbamodel,GCF_001421625.1.RAST.fbamodel,0.65789 (25/38),0.60976 (25/41),5,0.6711597545179014
417,GCF_001425545.1.RAST.fbamodel,GCF_001422665.1.RAST.fbamodel,0.73684 (28/38),0.84848 (28/33),5,0.007006298110765082
418,GCF_001425545.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,0.71053 (27/38),0.71053 (27/38),9,0.7781195388347093
419,GCF_001425545.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.65789 (25/38),0.59524 (25/42),7,0.6710887903829345
420,GCF_001425545.1.RAST.fbamodel,GCF_001421765.1.RAST.fbamodel,0.65789 (25/38),0.67568 (25/37),7,0.31816033295587903
421,GCF_001425545.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,0.65789 (25/38),0.83333 (25/30),8,0.5415529309890839
422,GCF_001425545.1.RAST.fbamodel,GCF_001423215.1.RAST.fbamodel,0.57895 (22/38),0.75862 (22/29),19,0.353754665986461
423,GCF_001425545.1.RAST.fbamodel,GCF_001424185.1.RAST.fbamodel,0.57895 (22/38),0.61111 (22/36),9,0.8379898210717096
424,GCF_001425545.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.65789 (25/38),0.73529 (25/34),4,0.12913844283592252
425,GCF_001425545.1.RAST.fbamodel,GCF_001423605.1.RAST.fbamodel,0.71053 (27/38),0.77143 (27/35),8,0.2332653731383643
426,GCF_001425545.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.73684 (28/38),0.70000 (28/40),4,0.6711362748335618
427,GCF_001425545.1.RAST.fbamodel,GCF_001424325.1.RAST.fbamodel,0.57895 (22/38),0.66667 (22/33),7,0.13515813200173438
428,GCF_001425545.1.RAST.fbamodel,GCF_001423765.1.RAST.fbamodel,0.63158 (24/38),0.68571 (24/35),6,0.04058206414070874
429,GCF_001425545.1.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,0.71053 (27/38),0.65854 (27/41),7,0.2772694199818198
430,GCF_001425545.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,0.60526 (23/38),0.63889 (23/36),8,0.3343835758418847
431,GCF_001425545.1.RAST.fbamodel,GCF_001423845.1.RAST.fbamodel,0.65789 (25/38),0.69444 (25/36),6,0.14164522441804936
432,GCF_001425545.1.RAST.fbamodel,GCF_001424445.1.RAST.fbamodel,0.78947 (30/38),0.73171 (30/41),8,0.7529052624343331
433,GCF_001425545.1.RAST.fbamodel,GCF_001424455.1.RAST.fbamodel,0.68421 (26/38),0.68421 (26/38),8,0.490456422226974
434,GCF_001425545.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,0.65789 (25/38),0.67568 (25/37),5,0.16594788307017333
435,GCF_001425545.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.78947 (30/38),0.76923 (30/39),5,0.6032174279435275
436,GCF_001425545.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,0.57895 (22/38),0.66667 (22/33),6,0.1359862088069644
437,GCF_001425545.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.76316 (29/38),0.87879 (29/33),5,0.22656910622727663
438,GCF_001425545.1.RAST.fbamodel,GCF_920939515.1.RAST.fbamodel,0.63158 (24/38),0.64865 (24/37),6,0.07175177020707532
439,GCF_001425545.1.RAST.fbamodel,GCF_001424545.1.RAST.fbamodel,0.71053 (27/38),0.75000 (27/36),2,0.2582592323541555
440,GCF_001425545.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,0.76316 (29/38),0.85294 (29/34),3,0.33700372217567354
441,GCF_001425545.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,0.76316 (29/38),0.87879 (29/33),7,0.23946168684173016
442,GCF_001425545.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,0.65789 (25/38),0.69444 (25/36),6,0.07174692662442883
443,GCF_001425545.1.RAST.fbamodel,GCF_916856905.1.RAST.fbamodel,0.73684 (28/38),0.62222 (28/45),3,0.0204047659949851
444,GCF_001425545.1.RAST.fbamodel,GCF_001425425.1.RAST.fbamodel,0.73684 (28/38),0.68293 (28/41),4,0.016688496117903455
445,GCF_001425545.1.RAST.fbamodel,GCF_001424665.1.RAST.fbamodel,0.65789 (25/38),0.62500 (25/40),3,0.01668218408442662
446,GCF_001425545.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,0.65789 (25/38),0.69444 (25/36),9,0.3947789177655645
447,GCF_001425545.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,0.63158 (24/38),0.77419 (24/31),3,0.3233113640529706
448,GCF_001425545.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.65789 (25/38),0.65789 (25/38),9,0.07180039606744755
449,GCF_001425545.1.RAST.fbamodel,GCF_001425495.1.RAST.fbamodel,0.73684 (28/38),0.70000 (28/40),4,0.0203114529892675
450,GCF_001425545.1.RAST.fbamodel,GCF_001425565.1.RAST.fbamodel,0.71053 (27/38),0.67500 (27/40),6,0.37439406746414194
451,GCF_001425545.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,0.65789 (25/38),0.71429 (25/35),5,0.03936821452174221
452,GCF_001425545.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,0.65789 (25/38),0.67568 (25/37),5,0.07420700341096156
453,GCF_001425545.1.RAST.fbamodel,GCF_001422215.1.RAST.fbamodel,0.76316 (29/38),0.72500 (29/40),5,0.42060652608966986
454,GCF_001421865.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.84615 (33/39),0.86842 (33/38),2,0.6088997062302764
455,GCF_001424705.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,0.60465 (26/43),0.74286 (26/35),8,0.4064539957916688
456,GCF_001424705.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,0.65116 (28/43),0.80000 (28/35),5,0.31727676965613943
457,GCF_001424705.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,0.60465 (26/43),0.74286 (26/35),4,0.4635948063555448
458,GCF_001421885.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.72500 (29/40),0.87879 (29/33),5,0.2259711238336833
459,GCF_001426125.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.73529 (25/34),0.73529 (25/34),0,0.34280582317097535
460,GCF_001426125.1.RAST.fbamodel,GCF_001421245.1.RAST.fbamodel,0.73529 (25/34),0.67568 (25/37),2,0.10965056841978199
461,GCF_001426125.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.73529 (25/34),0.67568 (25/37),3,0.11381369034874132
462,GCF_001426125.1.RAST.fbamodel,GCF_001423905.1.RAST.fbamodel,0.73529 (25/34),0.71429 (25/35),4,0.8014241417136819
463,GCF_001426125.1.RAST.fbamodel,GCF_001421415.1.RAST.fbamodel,0.73529 (25/34),0.60976 (25/41),2,0.007491964713404794
464,GCF_001426125.1.RAST.fbamodel,GCF_001421585.1.RAST.fbamodel,0.88235 (30/34),0.63830 (30/47),4,1.1831368662876438
465,GCF_001426125.1.RAST.fbamodel,GCF_001421605.1.RAST.fbamodel,0.73529 (25/34),0.69444 (25/36),4,0.10234809906680484
466,GCF_001426125.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,0.70588 (24/34),0.64865 (24/37),2,0.10423991087759843
467,GCF_001426125.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,0.82353 (28/34),0.75676 (28/37),6,0.05849411810260143
468,GCF_001426125.1.RAST.fbamodel,GCF_001422285.1.RAST.fbamodel,0.73529 (25/34),0.71429 (25/35),2,0.1748149177109954
469,GCF_001426125.1.RAST.fbamodel,GCF_001422405.1.RAST.fbamodel,0.67647 (23/34),0.76667 (23/30),5,0.4365022936409581
470,GCF_001426125.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,0.79412 (27/34),0.71053 (27/38),2,1.1043435393685288
471,GCF_001426125.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.76471 (26/34),0.61905 (26/42),6,0.977676316440494
472,GCF_001426125.1.RAST.fbamodel,GCF_001424185.1.RAST.fbamodel,0.70588 (24/34),0.66667 (24/36),5,1.1751979666856978
473,GCF_001426125.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.67647 (23/34),0.67647 (23/34),5,0.048113929915229434
474,GCF_001426125.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.82353 (28/34),0.70000 (28/40),5,0.9777325126605544
475,GCF_001426125.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,0.64706 (22/34),0.62857 (22/35),3,0.8586002484603704
476,GCF_001426125.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,0.67647 (23/34),0.62162 (23/37),4,0.015024554633454177
477,GCF_001426125.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.85294 (29/34),0.74359 (29/39),6,0.8973528848948815
478,GCF_001426125.1.RAST.fbamodel,GCF_001424125.1.RAST.fbamodel,0.82353 (28/34),0.90323 (28/31),4,0.5937010114346194
479,GCF_001426125.1.RAST.fbamodel,GCF_920939515.1.RAST.fbamodel,0.70588 (24/34),0.64865 (24/37),2,0.10423492047086762
480,GCF_001426125.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,0.82353 (28/34),0.82353 (28/34),2,0.5822980870655587
481,GCF_001426125.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,0.73529 (25/34),0.75758 (25/33),2,0.04731523241288708
482,GCF_001426125.1.RAST.fbamodel,GCF_001422545.1.RAST.fbamodel,0.70588 (24/34),0.58537 (24/41),6,0.09175796439949727
483,GCF_001426125.1.RAST.fbamodel,GCF_001424645.1.RAST.fbamodel,0.70588 (24/34),0.61538 (24/39),7,0.744222347060358
484,GCF_001426125.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,0.70588 (24/34),0.68571 (24/35),2,0.1070858281001307
485,GCF_001426125.1.RAST.fbamodel,GCF_001425445.1.RAST.fbamodel,0.76471 (26/34),0.72222 (26/36),3,0.030665731640430467
486,GCF_001426125.1.RAST.fbamodel,GCF_001421865.1.RAST.fbamodel,0.73529 (25/34),0.64103 (25/39),1,0.776522637522845
487,GCF_001426125.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.76471 (26/34),0.68421 (26/38),2,0.10418482310828223
488,GCF_001426125.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,0.73529 (25/34),0.69444 (25/36),4,0.10239074640563792
489,GCF_001426125.1.RAST.fbamodel,GCF_001421945.1.RAST.fbamodel,0.82353 (28/34),0.73684 (28/38),4,0.03066511056772568
490,GCF_001426125.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,0.73529 (25/34),0.65789 (25/38),4,0.5450133190061516
491,GCF_001422605.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,0.80556 (29/36),0.87879 (29/33),13,0.02311984695543623
492,GCF_001422605.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.72222 (26/36),0.78788 (26/33),2,0.005607499380517313
493,GCF_003627215.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.64103 (25/39),0.73529 (25/34),17,0.2553285723291608
494,GCF_003627215.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,0.76923 (30/39),0.90909 (30/33),6,0.12795076506106498
495,GCF_003627215.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,0.71795 (28/39),0.70000 (28/40),4,0.8468834894121385
496,GCF_003627215.1.RAST.fbamodel,GCF_001424565.1.RAST.fbamodel,0.69231 (27/39),0.75000 (27/36),7,0.6637892693238603
497,GCF_003627215.1.RAST.fbamodel,GCF_001424225.1.RAST.fbamodel,0.58974 (23/39),0.65714 (23/35),6,0.5465278368304254
498,GCF_003627215.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.64103 (25/39),0.67568 (25/37),4,0.19142951279505155
499,GCF_003627215.1.RAST.fbamodel,GCF_001424585.1.RAST.fbamodel,0.74359 (29/39),0.67442 (29/43),3,0.19790580444169115
500,GCF_003627215.1.RAST.fbamodel,GCF_001423865.2.RAST.fbamodel,0.64103 (25/39),0.69444 (25/36),5,1.633066792631784
501,GCF_003627215.1.RAST.fbamodel,GCF_001423905.1.RAST.fbamodel,0.61538 (24/39),0.68571 (24/35),7,0.6840701439889357
502,GCF_003627215.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,0.61538 (24/39),0.57143 (24/42),2,0.17064042053047626
503,GCF_003627215.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,0.71795 (28/39),0.75676 (28/37),4,0.7746691736067784
504,GCF_003627215.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,0.61538 (24/39),0.61538 (24/39),7,0.8545088859731119
505,GCF_003627215.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,0.71795 (28/39),0.75676 (28/37),3,0.7746775116589534
506,GCF_003627215.1.RAST.fbamodel,GCF_001421415.1.RAST.fbamodel,0.61538 (24/39),0.58537 (24/41),8,0.07769878487270437
507,GCF_003627215.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,0.71795 (28/39),0.70000 (28/40),5,0.15968268337951813
508,GCF_003627215.1.RAST.fbamodel,GCF_001421625.1.RAST.fbamodel,0.61538 (24/39),0.58537 (24/41),4,0.8489188615697828
509,GCF_003627215.1.RAST.fbamodel,GCF_001422665.1.RAST.fbamodel,0.69231 (27/39),0.81818 (27/33),6,0.11412025885800063
510,GCF_003627215.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,0.66667 (26/39),0.68421 (26/38),5,0.15968268337951155
511,GCF_003627215.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,0.69231 (27/39),0.71053 (27/38),6,0.9672558201508803
512,GCF_003627215.1.RAST.fbamodel,GCF_001423335.1.RAST.fbamodel,0.69231 (27/39),0.67500 (27/40),5,0.05780195019259515
513,GCF_003627215.1.RAST.fbamodel,GCF_001422495.1.RAST.fbamodel,0.64103 (25/39),0.67568 (25/37),3,0.19142951279507722
514,GCF_003627215.1.RAST.fbamodel,GCF_001423365.1.RAST.fbamodel,0.66667 (26/39),0.63415 (26/41),5,0.044896297463963834
515,GCF_003627215.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.61538 (24/39),0.57143 (24/42),5,0.8488403490713334
516,GCF_003627215.1.RAST.fbamodel,GCF_001423105.1.RAST.fbamodel,0.58974 (23/39),0.67647 (23/34),7,0.04164332678170389
517,GCF_003627215.1.RAST.fbamodel,GCF_001423135.1.RAST.fbamodel,0.69231 (27/39),0.71053 (27/38),0,0.8192294985829037
518,GCF_003627215.1.RAST.fbamodel,GCF_001421765.1.RAST.fbamodel,0.61538 (24/39),0.64865 (24/37),3,0.1914295127951134
519,GCF_003627215.1.RAST.fbamodel,GCF_001424185.1.RAST.fbamodel,0.61538 (24/39),0.66667 (24/36),7,1.0334944270681645
520,GCF_003627215.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.61538 (24/39),0.70588 (24/34),5,0.020580601002856257
521,GCF_003627215.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.69231 (27/39),0.67500 (27/40),4,0.8488928843817122
522,GCF_003627215.1.RAST.fbamodel,GCF_001424325.1.RAST.fbamodel,0.58974 (23/39),0.69697 (23/33),7,0.026021544073809143
523,GCF_003627215.1.RAST.fbamodel,GCF_001423805.1.RAST.fbamodel,0.58974 (23/39),0.63889 (23/36),3,0.47632023525765516
524,GCF_003627215.1.RAST.fbamodel,GCF_916858655.1.RAST.fbamodel,0.64103 (25/39),0.64103 (25/39),1,1.3086223426061172
525,GCF_003627215.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,0.56410 (22/39),0.62857 (22/35),4,0.7375215062150597
526,GCF_003627215.1.RAST.fbamodel,GCF_001424365.1.RAST.fbamodel,0.71795 (28/39),0.87500 (28/32),5,0.6735641606796399
527,GCF_003627215.1.RAST.fbamodel,GCF_001424455.1.RAST.fbamodel,0.64103 (25/39),0.65789 (25/38),5,0.6489943489563307
528,GCF_003627215.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,0.64103 (25/39),0.67568 (25/37),5,0.05385110106881615
529,GCF_003627215.1.RAST.fbamodel,GCF_916862475.1.RAST.fbamodel,0.69231 (27/39),0.71053 (27/38),2,0.825889899710201
530,GCF_003627215.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.74359 (29/39),0.74359 (29/39),4,0.7737495973730557
531,GCF_003627215.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,0.56410 (22/39),0.66667 (22/33),6,0.026770007762137393
532,GCF_003627215.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.71795 (28/39),0.84848 (28/33),7,0.10864406711805998
533,GCF_003627215.1.RAST.fbamodel,GCF_001424125.1.RAST.fbamodel,0.69231 (27/39),0.87097 (27/31),4,0.4898791626323122
534,GCF_003627215.1.RAST.fbamodel,GCF_001424545.1.RAST.fbamodel,0.74359 (29/39),0.80556 (29/36),2,0.1372874351422643
535,GCF_003627215.1.RAST.fbamodel,GCF_920939485.1.RAST.fbamodel,0.71795 (28/39),0.82353 (28/34),1,0.4792190831766039
536,GCF_003627215.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,0.71795 (28/39),0.84848 (28/33),6,0.12029712680747201
537,GCF_003627215.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,0.61538 (24/39),0.66667 (24/36),7,0.03230406579372288
538,GCF_003627215.1.RAST.fbamodel,GCF_916856905.1.RAST.fbamodel,0.71795 (28/39),0.62222 (28/45),5,0.12894390448511653
539,GCF_003627215.1.RAST.fbamodel,GCF_001422545.1.RAST.fbamodel,0.64103 (25/39),0.60976 (25/41),3,0.167836839218
540,GCF_003627215.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,0.61538 (24/39),0.66667 (24/36),7,0.5431397517830884
541,GCF_003627215.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,0.64103 (25/39),0.80645 (25/31),2,0.46407028658549826
542,GCF_003627215.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,0.61538 (24/39),0.63158 (24/38),7,0.0322525667239087
543,GCF_003627215.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,0.61538 (24/39),0.66667 (24/36),3,0.030575365369165445
544,GCF_003627215.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,0.61538 (24/39),0.64865 (24/37),5,0.02993995230271174
545,GCF_003627215.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,0.58974 (23/39),0.60526 (23/38),7,0.4443632359275112
546,GCF_003627215.1.RAST.fbamodel,GCF_001422215.1.RAST.fbamodel,0.76923 (30/39),0.75000 (30/40),5,0.5717146094833032
547,GCF_920984685.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.68421 (26/38),0.76471 (26/34),14,0.12801646090202876
548,GCF_920984685.1.RAST.fbamodel,GCF_001422845.1.RAST.fbamodel,0.84211 (32/38),0.80000 (32/40),3,0.26078350870462885
549,GCF_920984685.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.73684 (28/38),0.70000 (28/40),5,0.6613830466374453
550,GCF_920984685.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.78947 (30/38),0.76923 (30/39),4,0.5938605935200264
551,GCF_920984685.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.76316 (29/38),0.87879 (29/33),3,0.23376973850503685
552,GCF_920984685.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,0.65789 (25/38),0.69444 (25/36),6,0.07803866793297945
553,GCF_001421905.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.78788 (26/33),0.70270 (26/37),12,0.023272826174257792
554,GCF_001421905.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,0.72727 (24/33),0.57143 (24/42),2,0.04144485647677432
555,GCF_001421905.1.RAST.fbamodel,GCF_920939515.1.RAST.fbamodel,0.72727 (24/33),0.64865 (24/37),2,0.25853549931058106
556,GCF_001421905.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,0.75758 (25/33),0.71429 (25/35),2,0.261784779323527
557,GCF_001421905.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,0.75758 (25/33),0.69444 (25/36),4,0.25643362906089745
558,GCF_001421905.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,0.75758 (25/33),0.73529 (25/34),4,0.4672015080821808
559,GCF_001422645.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.75676 (28/37),0.70000 (28/40),4,0.09943248538723203
560,GCF_001422645.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.81081 (30/37),0.76923 (30/39),3,0.05474900399467935
561,GCF_001422025.1.RAST.fbamodel,GCF_001423325.1.RAST.fbamodel,0.75000 (24/32),0.61538 (24/39),14,0.09115886406014005
562,GCF_001422065.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.85714 (30/35),0.76923 (30/39),7,1.0345076397482018
563,GCF_001422735.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,0.79412 (27/34),0.81818 (27/33),5,0.03716231706560795
564,GCF_001422735.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,0.82353 (28/34),0.77778 (28/36),5,0.18698848081843658
565,GCF_001422735.1.RAST.fbamodel,GCF_001422105.1.RAST.fbamodel,1.00000 (34/34),1.00000 (34/34),1,0.0024717100613418667
566,GCF_001422725.1.RAST.fbamodel,GCF_001421315.1.RAST.fbamodel,0.72414 (21/29),0.61765 (21/34),5,0.3961629899663778
567,GCF_001422725.1.RAST.fbamodel,GCF_001423125.1.RAST.fbamodel,0.96552 (28/29),0.84848 (28/33),2,0.014171578631942988
568,GCF_001422725.1.RAST.fbamodel,GCF_001423495.1.RAST.fbamodel,0.93103 (27/29),0.72973 (27/37),3,0.8538578527861074
569,GCF_001422725.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,0.96552 (28/29),0.70000 (28/40),2,1.0540840314921613
570,GCF_001422725.1.RAST.fbamodel,GCF_001424165.1.RAST.fbamodel,0.89655 (26/29),0.83871 (26/31),3,0.594606068448294
571,GCF_001422725.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,0.93103 (27/29),0.77143 (27/35),3,0.07244304422538918
572,GCF_001422725.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,0.79310 (23/29),0.62162 (23/37),2,0.07124706791136266
573,GCF_001422725.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,0.79310 (23/29),0.54762 (23/42),4,0.05255502285641028
574,GCF_001422725.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,0.93103 (27/29),0.72973 (27/37),4,0.9737680430763805
575,GCF_001422725.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,0.93103 (27/29),0.72973 (27/37),4,0.9737773165686849
576,GCF_001422725.1.RAST.fbamodel,GCF_001421625.1.RAST.fbamodel,0.79310 (23/29),0.56098 (23/41),5,1.0563477506012058
577,GCF_001422725.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,0.82759 (24/29),0.63158 (24/38),5,1.1879608482060535
578,GCF_001422725.1.RAST.fbamodel,GCF_001422525.1.RAST.fbamodel,0.79310 (23/29),0.54762 (23/42),5,1.0562604298415248
579,GCF_001422725.1.RAST.fbamodel,GCF_001421785.1.RAST.fbamodel,0.79310 (23/29),0.67647 (23/34),2,0.08976134372150017
580,GCF_001422725.1.RAST.fbamodel,GCF_001421805.1.RAST.fbamodel,0.82759 (24/29),0.60000 (24/40),5,1.0563188590509238
581,GCF_001422725.1.RAST.fbamodel,GCF_001423845.1.RAST.fbamodel,0.82759 (24/29),0.66667 (24/36),3,0.07782295269506077
582,GCF_001422725.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,0.93103 (27/29),0.69231 (27/39),4,0.9727453002405393
583,GCF_001422725.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,0.79310 (23/29),0.63889 (23/36),4,0.1481175230313276
584,GCF_001422725.1.RAST.fbamodel,GCF_001421915.1.RAST.fbamodel,0.79310 (23/29),0.65714 (23/35),5,0.27893367716645867
585,GCF_001422725.1.RAST.fbamodel,GCF_001421945.1.RAST.fbamodel,0.75862 (22/29),0.57895 (22/38),4,0.07161918543530382
