,model1,model2,media,mro_model1,mro_model2,cip,mip,costless_mip,pc,gyd
147,GCF_001422165.1.RAST.fbamodel,GCF_001425965.1.RAST.fbamodel,R2A_edition_003,0.65000 (26/40),0.76471 (26/34),18,23,6,0.8795938281628076,1.2716811679134372
148,GCF_001422165.1.RAST.fbamodel,GCF_003627215.1.RAST.fbamodel,R2A_edition_003,0.75000 (30/40),0.76923 (30/39),20,16,4,0.8579075311666231,0.8170223068704661
149,GCF_001422165.1.RAST.fbamodel,GCF_001421745.1.RAST.fbamodel,R2A_edition_003,0.70000 (28/40),0.68293 (28/41),19,26,5,0.730396983465597,0.7166400607879085
150,GCF_001422165.1.RAST.fbamodel,GCF_001421325.1.RAST.fbamodel,R2A_edition_003,0.62500 (25/40),0.62500 (25/40),19,25,5,0.7762404787027248,0.7827879109179057
151,GCF_001422165.1.RAST.fbamodel,GCF_001425985.1.RAST.fbamodel,R2A_edition_003,0.70000 (28/40),0.75676 (28/37),19,21,5,0.8770632988613897,0.6315021608127186
152,GCF_001422165.1.RAST.fbamodel,GCF_001423045.1.RAST.fbamodel,R2A_edition_003,0.62500 (25/40),0.69444 (25/36),18,23,4,0.8796622316124053,0.9829148296550562
153,GCF_001422165.1.RAST.fbamodel,GCF_001425425.1.RAST.fbamodel,R2A_edition_003,0.77500 (31/40),0.75610 (31/41),18,20,3,0.7204873481785374,1.0438454528618804
154,GCF_001422165.1.RAST.fbamodel,GCF_001421405.1.RAST.fbamodel,R2A_edition_003,0.65000 (26/40),0.70270 (26/37),21,18,5,0.8785692578132461,0.5250774698428519
155,GCF_001422165.1.RAST.fbamodel,GCF_001423135.1.RAST.fbamodel,R2A_edition_003,0.67500 (27/40),0.71053 (27/38),18,18,5,0.7658998632205452,2.305580580241172
156,GCF_001422165.1.RAST.fbamodel,GCF_001424705.1.RAST.fbamodel,R2A_edition_003,0.97500 (39/40),0.90698 (39/43),15,11,2,0.8819498515993873,0.4276071527184762
157,GCF_001422165.1.RAST.fbamodel,GCF_001424715.1.RAST.fbamodel,R2A_edition_003,0.65000 (26/40),0.72222 (26/36),18,23,3,0.849588180350704,1.8039193516083458
158,GCF_001422165.1.RAST.fbamodel,GCF_001424385.1.RAST.fbamodel,R2A_edition_003,0.62500 (25/40),0.73529 (25/34),20,24,4,0.8617665123373761,1.9819899942550536
159,GCF_001422165.1.RAST.fbamodel,GCF_001424755.1.RAST.fbamodel,R2A_edition_003,0.67500 (27/40),0.71053 (27/38),18,28,6,0.8109615116245719,0.8756259400616447
160,GCF_001422165.1.RAST.fbamodel,GCF_001423055.1.RAST.fbamodel,R2A_edition_003,0.75000 (30/40),0.81081 (30/37),18,16,5,0.8776589886711149,1.6364621807113569
161,GCF_001422165.1.RAST.fbamodel,GCF_001426195.1.RAST.fbamodel,R2A_edition_003,0.67500 (27/40),0.72973 (27/37),20,21,6,0.8456979560617345,0.8543323288252558
162,GCF_001422165.1.RAST.fbamodel,GCF_001426225.1.RAST.fbamodel,R2A_edition_003,0.70000 (28/40),0.68293 (28/41),16,19,3,0.6144622619556376,1.5676904047575044
163,GCF_001422165.1.RAST.fbamodel,GCF_001423365.1.RAST.fbamodel,R2A_edition_003,0.62500 (25/40),0.60976 (25/41),15,20,3,0.7558124163253783,0.7389498951048978
164,GCF_001422165.1.RAST.fbamodel,GCF_003258395.1.RAST.fbamodel,R2A_edition_003,0.77500 (31/40),0.81579 (31/38),21,16,3,0.8576763869458525,0.8177886592249892
165,GCF_001422165.1.RAST.fbamodel,GCF_001421535.1.RAST.fbamodel,R2A_edition_003,0.75000 (30/40),0.76923 (30/39),23,18,5,0.91629019172546,2.3696840141025897
166,GCF_001422165.1.RAST.fbamodel,GCF_001421665.1.RAST.fbamodel,R2A_edition_003,0.87500 (35/40),0.94595 (35/37),17,28,6,0.7419092994992236,0.7980133250941714
167,GCF_001422165.1.RAST.fbamodel,GCF_001422405.1.RAST.fbamodel,R2A_edition_003,0.60000 (24/40),0.80000 (24/30),22,20,4,0.7899614513619228,1.440117730767883
168,GCF_001422165.1.RAST.fbamodel,GCF_001421285.1.RAST.fbamodel,R2A_edition_003,0.75000 (30/40),0.69767 (30/43),23,20,7,0.8677517285836961,2.5680488971694415
169,GCF_001422165.1.RAST.fbamodel,GCF_001425565.1.RAST.fbamodel,R2A_edition_003,0.85000 (34/40),0.85000 (34/40),18,13,5,0.8294830691624814,1.7629397558373752
170,GCF_001422165.1.RAST.fbamodel,GCF_001423085.1.RAST.fbamodel,R2A_edition_003,0.85000 (34/40),0.80952 (34/42),17,14,3,0.888789743593258,1.8243074436448175
171,GCF_001422165.1.RAST.fbamodel,GCF_001423585.1.RAST.fbamodel,R2A_edition_003,0.75000 (30/40),0.85714 (30/35),18,17,4,0.8949534520830286,0.7520874879519746
172,GCF_001422165.1.RAST.fbamodel,GCF_001422685.1.RAST.fbamodel,R2A_edition_003,0.67500 (27/40),0.79412 (27/34),18,19,3,0.8802263639005821,1.1867051547338319
173,GCF_001422165.1.RAST.fbamodel,GCF_916858675.1.RAST.fbamodel,R2A_edition_003,0.70000 (28/40),0.66667 (28/42),20,18,5,0.7595419931438755,0.7781052838721422
174,GCF_001422165.1.RAST.fbamodel,GCF_001423005.1.RAST.fbamodel,R2A_edition_003,0.65000 (26/40),0.70270 (26/37),21,22,4,0.8800352435049947,2.0487325796253315
175,GCF_001422165.1.RAST.fbamodel,GCF_920984735.1.RAST.fbamodel,R2A_edition_003,0.65000 (26/40),0.66667 (26/39),20,20,5,0.8013568252304772,0.5129798021239639
176,GCF_001422165.1.RAST.fbamodel,GCF_001423485.1.RAST.fbamodel,R2A_edition_003,0.57500 (23/40),0.76667 (23/30),19,29,4,0.8860460679053797,2.0989786550937812
177,GCF_001422165.1.RAST.fbamodel,GCF_920984695.1.RAST.fbamodel,R2A_edition_003,0.75000 (30/40),0.75000 (30/40),18,15,5,0.662497463804336,2.355828498452238
178,GCF_001422165.1.RAST.fbamodel,GCF_001422455.1.RAST.fbamodel,R2A_edition_003,0.87500 (35/40),0.83333 (35/42),15,13,4,0.7170675886610224,0.7029414574164338
179,GCF_001422165.1.RAST.fbamodel,GCF_001422775.1.RAST.fbamodel,R2A_edition_003,0.85000 (34/40),0.85000 (34/40),16,17,4,0.8574877109547193,2.9517740810647424
180,GCF_001422165.1.RAST.fbamodel,GCF_001421995.1.RAST.fbamodel,R2A_edition_003,0.82500 (33/40),0.73333 (33/45),19,17,5,0.7736921015543399,2.237419658822273
181,GCF_001423965.1.RAST.fbamodel,GCF_001424505.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.72727 (24/33),18,22,5,0.7586536178664608,0.12685927808141828
182,GCF_001423965.1.RAST.fbamodel,GCF_001421245.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.72973 (27/37),20,28,7,0.7838123911270022,0.4139529536421004
183,GCF_001423965.1.RAST.fbamodel,GCF_001424455.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),22,21,5,0.8574230465263629,0.1242263753495748
184,GCF_001423965.1.RAST.fbamodel,GCF_001422325.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.73529 (25/34),17,19,4,0.7720824241688212,0.14211756460299074
185,GCF_001423965.1.RAST.fbamodel,GCF_001422815.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.64103 (25/39),21,17,5,0.8788171078492751,2.323014307852799
186,GCF_001423965.1.RAST.fbamodel,GCF_001424185.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.69444 (25/36),17,22,4,0.7403731262685296,0.3863650111853545
187,GCF_001423965.1.RAST.fbamodel,GCF_001424485.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.75676 (28/37),22,23,6,0.8587710705357923,0.12422696248329887
188,GCF_001423965.1.RAST.fbamodel,GCF_001423545.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.80645 (25/31),19,22,3,0.7824611828957285,0.14213884078422617
189,GCF_001423965.1.RAST.fbamodel,GCF_001423885.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),19,21,6,0.8193387947822024,0.011448183416448838
190,GCF_001423965.1.RAST.fbamodel,GCF_001425545.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.65789 (25/38),26,25,5,0.7873206889887249,0.3257618349009817
191,GCF_001423965.1.RAST.fbamodel,GCF_001421415.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.68293 (28/41),19,22,2,0.7939903219544187,0.5807485441535782
192,GCF_001423965.1.RAST.fbamodel,GCF_916856905.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.57778 (26/45),19,26,5,0.7899958843015378,0.2992509238314946
193,GCF_001423965.1.RAST.fbamodel,GCF_001422845.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.67500 (27/40),18,20,4,0.819111582919806,0.04540097597793289
194,GCF_001423965.1.RAST.fbamodel,GCF_001422425.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.66667 (24/36),21,18,4,0.7968105273975642,0.0904696273088919
195,GCF_001423965.1.RAST.fbamodel,GCF_001422215.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.60000 (24/40),18,15,4,0.8422251857798498,0.07153976580997148
196,GCF_001423965.1.RAST.fbamodel,GCF_001423845.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.72222 (26/36),20,18,5,0.7618626896292406,0.5135496675304183
197,GCF_001423965.1.RAST.fbamodel,GCF_001421705.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.69697 (23/33),17,18,3,0.8849732861493651,0.6015681861506766
198,GCF_001423965.1.RAST.fbamodel,GCF_920984665.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),19,18,3,0.8423905240171641,0.5997363545398868
199,GCF_001423965.1.RAST.fbamodel,GCF_001424445.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.58537 (24/41),21,16,4,0.8688176074717252,1.3239348971291915
200,GCF_001423965.1.RAST.fbamodel,GCF_001424125.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.80645 (25/31),20,18,2,0.8248703257603188,0.01574723514026672
201,GCF_001423965.1.RAST.fbamodel,GCF_001424305.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.63636 (28/44),22,21,4,0.8511305459075632,0.8332474103131949
202,GCF_001423965.1.RAST.fbamodel,GCF_001423425.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.69697 (23/33),20,15,1,0.8595348222168082,0.8292549567875724
203,GCF_001423965.1.RAST.fbamodel,GCF_001425355.1.RAST.fbamodel,R2A_edition_003,0.62857 (22/35),0.70968 (22/31),23,15,3,0.8561114220953493,1.3835298724194118
204,GCF_001423965.1.RAST.fbamodel,GCF_001423205.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.62791 (27/43),20,19,1,0.8255707309781207,1.2226505173619664
205,GCF_001423965.1.RAST.fbamodel,GCF_001424665.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.62500 (25/40),19,26,6,0.7900557473853009,0.3040081312086099
206,GCF_001423965.1.RAST.fbamodel,GCF_001422105.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.73529 (25/34),21,23,8,0.8191584579609015,0.6824111511956283
207,GCF_001423965.1.RAST.fbamodel,GCF_001422665.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.75758 (25/33),23,20,5,0.8208397596593503,0.316537778749872
208,GCF_001423965.1.RAST.fbamodel,GCF_001423495.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.70270 (26/37),19,19,1,0.8390006700442736,0.13640288100632844
209,GCF_001423965.1.RAST.fbamodel,GCF_001422375.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.56522 (26/46),18,22,6,0.7987883198489523,0.288750492143853
210,GCF_001423965.1.RAST.fbamodel,GCF_001422285.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.74286 (26/35),19,16,5,0.8045302986741787,0.3355241536971792
211,GCF_001423965.1.RAST.fbamodel,GCF_942548115.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.65789 (25/38),16,25,3,0.8321769391624634,0.14163804646409986
212,GCF_001423965.1.RAST.fbamodel,GCF_001423745.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.68571 (24/35),24,24,7,0.8086741414615065,0.06941071677800223
213,GCF_001423965.1.RAST.fbamodel,GCF_001424325.1.RAST.fbamodel,R2A_edition_003,0.57143 (20/35),0.60606 (20/33),16,20,2,0.7888224710808529,0.5049493279854986
214,GCF_001423965.1.RAST.fbamodel,GCF_001423765.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.80000 (28/35),17,17,3,0.816239980033359,0.3795639867202831
215,GCF_001423965.1.RAST.fbamodel,GCF_001421765.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.70270 (26/37),20,18,3,0.7869457875881822,0.7475666617131725
216,GCF_001423965.1.RAST.fbamodel,GCF_001424105.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.69697 (23/33),20,15,3,0.8538583161250008,0.6261385089048919
217,GCF_001423965.1.RAST.fbamodel,GCF_001422735.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.73529 (25/34),20,18,5,0.8192453881318972,0.6865695837653142
218,GCF_001423965.1.RAST.fbamodel,GCF_001424085.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.71875 (23/32),18,19,3,0.8250520491697512,0.13068635492769598
219,GCF_001423965.1.RAST.fbamodel,GCF_001425405.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),19,16,2,0.766182266599785,0.4994410987770151
220,GCF_001423965.1.RAST.fbamodel,GCF_001423605.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.71429 (25/35),21,16,3,0.8056299207137418,0.07500126394457249
221,GCF_001423965.1.RAST.fbamodel,GCF_001422545.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.58537 (24/41),22,19,2,0.8189470916338164,0.7129613666780668
222,GCF_001423965.1.RAST.fbamodel,GCF_001421505.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.71795 (28/39),18,17,4,0.7569480568136089,0.5438661118847551
223,GCF_001423965.1.RAST.fbamodel,GCF_001423905.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.82857 (29/35),22,24,5,0.7954960265234655,0.1481398192824964
224,GCF_001423965.1.RAST.fbamodel,GCF_001425495.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.62500 (25/40),20,25,3,0.7900530014931701,0.2993697473618383
225,GCF_001423965.1.RAST.fbamodel,GCF_001421425.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.65789 (25/38),24,25,4,0.7860947508823266,0.4661630378775923
226,GCF_001423965.1.RAST.fbamodel,GCF_001421945.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.68421 (26/38),17,17,3,0.836559247858361,0.522311837899465
227,GCF_001423965.1.RAST.fbamodel,GCF_920939515.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.75676 (28/37),19,25,5,0.7440783823983252,0.4208875934261924
228,GCF_001423965.1.RAST.fbamodel,GCF_001423155.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.65789 (25/38),21,16,3,0.8322647945008715,0.12033418447265905
229,GCF_001423965.1.RAST.fbamodel,GCF_001423325.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.64103 (25/39),21,22,5,0.855206499427173,0.38969119871211694
230,GCF_001423965.1.RAST.fbamodel,GCF_001422725.1.RAST.fbamodel,R2A_edition_003,0.62857 (22/35),0.75862 (22/29),22,15,4,0.8733812354952147,0.6313385717083367
231,GCF_001423965.1.RAST.fbamodel,GCF_001421585.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.59574 (28/47),21,22,4,0.776686888509185,0.3914248782882645
232,GCF_001423965.1.RAST.fbamodel,GCF_920939495.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),19,19,4,0.8164417552152383,0.011128528935530612
233,GCF_001423965.1.RAST.fbamodel,GCF_001424145.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.69697 (23/33),21,17,3,0.8542842096160719,0.6432310002367765
234,GCF_001423965.1.RAST.fbamodel,GCF_920984725.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.70270 (26/37),19,20,6,0.8278389994852711,0.2099127371835131
235,GCF_001423965.1.RAST.fbamodel,GCF_001424265.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.65714 (23/35),21,24,6,0.8485880395427774,0.1719198516788056
236,GCF_001423965.1.RAST.fbamodel,GCF_001423185.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.76471 (26/34),19,27,5,0.8225305448546124,0.1690653894676444
237,GCF_001423965.1.RAST.fbamodel,GCF_001423925.1.RAST.fbamodel,R2A_edition_003,0.88571 (31/35),0.88571 (31/35),12,17,3,0.613025090149611,1.6558302035368082e-12
238,GCF_001423965.1.RAST.fbamodel,GCF_920939475.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.64865 (24/37),21,16,3,0.8959038303617641,0.5457692048581838
239,GCF_001423965.1.RAST.fbamodel,GCF_001421165.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),19,20,3,0.6901373640492586,0.015521147569387224
240,GCF_001423965.1.RAST.fbamodel,GCF_001426125.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.67647 (23/34),21,23,4,0.7552327273649332,0.5689936987272015
241,GCF_001423965.1.RAST.fbamodel,GCF_001422025.1.RAST.fbamodel,R2A_edition_003,0.62857 (22/35),0.68750 (22/32),21,18,2,0.7637765516708943,0.2735919988253787
242,GCF_001423965.1.RAST.fbamodel,GCF_001422145.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.62500 (25/40),20,20,4,0.7499629431024453,0.11168218742727258
243,GCF_001423965.1.RAST.fbamodel,GCF_001421355.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.61364 (27/44),21,19,2,0.7640254241995393,0.3387674389943264
244,GCF_001423965.1.RAST.fbamodel,GCF_001421845.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.80000 (28/35),19,23,5,0.7440720058910492,0.4172286004417333
245,GCF_001423965.1.RAST.fbamodel,GCF_001422245.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.71429 (25/35),23,22,3,0.82186953298688,0.6511790972612292
246,GCF_001423965.1.RAST.fbamodel,GCF_001423465.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.63158 (24/38),26,24,4,0.7876645252158927,0.09181891653707859
247,GCF_001423965.1.RAST.fbamodel,GCF_920984675.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.66667 (24/36),21,21,8,0.8781849319896632,0.4006841132890176
248,GCF_001423965.1.RAST.fbamodel,GCF_001424405.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.66667 (28/42),21,16,2,0.8627672666167088,0.7170736076310429
249,GCF_001423965.1.RAST.fbamodel,GCF_001424565.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.72222 (26/36),21,21,3,0.8108479612725397,0.13431303192793145
250,GCF_001423965.1.RAST.fbamodel,GCF_001422795.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.58974 (23/39),20,22,2,0.8419770074457229,0.07224392664077103
251,GCF_001423965.1.RAST.fbamodel,GCF_001423105.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.67647 (23/34),21,24,5,0.8075299882542798,0.4081417056527644
252,GCF_001423965.1.RAST.fbamodel,GCF_001423285.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.58537 (24/41),20,22,7,0.8422768795464219,0.07217791056152165
253,GCF_001423965.1.RAST.fbamodel,GCF_001422365.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.69697 (23/33),21,22,4,0.8274745747490176,0.1378207038013721
254,GCF_001423965.1.RAST.fbamodel,GCF_001421825.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.69231 (27/39),21,17,3,0.8278506733409885,0.20928011784033593
255,GCF_001423965.1.RAST.fbamodel,GCF_001423215.1.RAST.fbamodel,R2A_edition_003,0.62857 (22/35),0.75862 (22/29),21,20,2,0.8595348222168084,0.7947562699841965
256,GCF_001423965.1.RAST.fbamodel,GCF_001424225.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.74286 (26/35),19,17,4,0.7754679577733189,0.0543683096772911
257,GCF_001423965.1.RAST.fbamodel,GCF_001425385.1.RAST.fbamodel,R2A_edition_003,0.82857 (29/35),0.80556 (29/36),17,21,4,0.7440720058910536,0.42088117199118624
258,GCF_001423965.1.RAST.fbamodel,GCF_001421685.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.71053 (27/38),21,18,2,0.880044141702449,0.3412058576625246
259,GCF_001423965.1.RAST.fbamodel,GCF_001424645.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.64103 (25/39),19,21,10,0.7499629431024454,0.11168218742714711
260,GCF_001423965.1.RAST.fbamodel,GCF_001421275.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.72222 (26/36),23,17,5,0.7852670757503523,0.12029556172429756
261,GCF_001423965.1.RAST.fbamodel,GCF_001424545.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.66667 (24/36),18,21,5,0.8191694496448468,0.6681520686671035
262,GCF_001423965.1.RAST.fbamodel,GCF_001424065.1.RAST.fbamodel,R2A_edition_003,0.57143 (20/35),0.60606 (20/33),20,18,4,0.8185964446874071,0.506047160610171
263,GCF_001423965.1.RAST.fbamodel,GCF_001421635.1.RAST.fbamodel,R2A_edition_003,0.80000 (28/35),0.75676 (28/37),19,23,4,0.7440720058910505,0.42088117199119274
264,GCF_001423965.1.RAST.fbamodel,GCF_920984705.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.67647 (23/34),22,19,4,0.8542842096160753,0.6432310002369932
265,GCF_001423965.1.RAST.fbamodel,GCF_001426065.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.65789 (25/38),20,26,5,0.8445745874429087,0.7010010024729535
266,GCF_001423965.1.RAST.fbamodel,GCF_920984685.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.65789 (25/38),24,25,4,0.7859923494933172,0.31802431049670604
267,GCF_001423965.1.RAST.fbamodel,GCF_001425525.1.RAST.fbamodel,R2A_edition_003,0.68571 (24/35),0.75000 (24/32),23,23,4,0.8303581986802439,0.5385599135470472
268,GCF_001423965.1.RAST.fbamodel,GCF_001426145.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.65000 (26/40),21,22,5,0.844574587442908,0.7010010024729375
269,GCF_001423965.1.RAST.fbamodel,GCF_001425575.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.74194 (23/31),18,24,1,0.7947795322093195,0.0018517719371672165
270,GCF_001423965.1.RAST.fbamodel,GCF_001424005.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.70270 (26/37),19,20,3,0.827838933234409,0.20990705259265097
271,GCF_001423965.1.RAST.fbamodel,GCF_001424285.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.71429 (25/35),20,19,3,0.8045356107847638,0.32736820275678447
272,GCF_001423965.1.RAST.fbamodel,GCF_001423645.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.68421 (26/38),18,18,3,0.7843041455461432,0.04039957151036726
273,GCF_001423965.1.RAST.fbamodel,GCF_001421865.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.66667 (26/39),23,20,5,0.8070641358364158,0.13226881597056975
274,GCF_001423965.1.RAST.fbamodel,GCF_001424525.1.RAST.fbamodel,R2A_edition_003,0.74286 (26/35),0.66667 (26/39),24,23,6,0.8849481233115698,0.03668248042978126
275,GCF_001423965.1.RAST.fbamodel,GCF_001422865.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.67500 (27/40),20,20,5,0.8270870648451875,0.6978405867546407
276,GCF_001423965.1.RAST.fbamodel,GCF_001424425.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.71429 (25/35),20,22,6,0.8191587308460841,0.6824122134541076
277,GCF_001423965.1.RAST.fbamodel,GCF_001423825.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.71429 (25/35),21,17,4,0.7516060995169896,0.18458107892215977
278,GCF_001423965.1.RAST.fbamodel,GCF_001421435.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.69697 (23/33),24,18,5,0.8561287848948876,0.5718589919297123
279,GCF_001423965.1.RAST.fbamodel,GCF_001421965.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.72973 (27/37),21,17,3,0.8177828115918507,0.42414264790560335
280,GCF_001423965.1.RAST.fbamodel,GCF_001422075.1.RAST.fbamodel,R2A_edition_003,0.65714 (23/35),0.60526 (23/38),23,19,7,0.8758008614409102,0.1121283091665534
281,GCF_001423965.1.RAST.fbamodel,GCF_001421715.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.72973 (27/37),20,15,3,0.8177816645379256,0.4241365207579923
282,GCF_001423965.1.RAST.fbamodel,GCF_001421155.1.RAST.fbamodel,R2A_edition_003,0.77143 (27/35),0.75000 (27/36),19,24,6,0.8177763363416918,0.42326457641539056
283,GCF_001423965.1.RAST.fbamodel,GCF_001423785.1.RAST.fbamodel,R2A_edition_003,0.71429 (25/35),0.75758 (25/33),20,22,6,0.7485259474428861,0.12013910503327521
