Metabolite/Donor ID,Environment,Species1,Species2
4abzglu-e_e0,0.019629726125438663,-0.019629726125438663,0.0
argarg_e0,-45.77065960579823,0.0,45.77065960579823
cpd00001_e0,-100.0,-308.05975841919127,973.6188987630286
cpd00007_e0,100.0,-99.9315160227552,-0.06848397724480418
cpd00009_e0,-100.0,148.81487429954524,-48.81487429954524
cpd00011_e0,-100.0,531.4622480540733,-431.46224805407326
cpd00013_e0,-100.0,331.9911883557753,-231.99118835577534
cpd00020_e0,-100.0,-153.48983631839428,253.48983631839428
cpd00023_e0,-100.0,200.0,-100.0
cpd00024_e0,-48.20503110555748,48.20503110555748,0.0
cpd00025_e0,-50.0,50.0,0.0
cpd00027_e0,-100.0,0.0,99.99999999999999
cpd00028_e0,0.13696795448962035,0.0,-0.13696795448962035
cpd00029_e0,-100.0,129.31847320883705,-29.31847320883707
cpd00030_e0,0.15724320225147287,-0.020275247761852536,-0.13696795448962035
cpd00033_e0,-100.0,-224.15128429991296,324.15128429991296
cpd00034_e0,0.1469735398540078,-0.010005585364387434,-0.13696795448962035
cpd00035_e0,-100.0,-219.40370214627922,319.4037021462792
cpd00036_e0,-100.0,-698.4686598194145,798.4686598194146
cpd00039_e0,19.85598145900289,-10.068993194218638,-9.786988264784247
cpd00041_e0,-100.0,397.61582118675483,-297.6158211867548
cpd00048_e0,0.12728512994343896,-0.12728512994343896,0.0
cpd00051_e0,8.679097085345711,-8.679097085345711,0.0
cpd00053_e0,-100.0,-90.85747706349554,190.85747706349554
cpd00054_e0,10.411559789905512,0.0,-10.41155978990551
cpd00058_e0,-99.97919659817202,99.97919659817202,0.0
cpd00060_e0,-90.9782189513971,-4.502894858577679,95.48111380997476
cpd00063_e0,0.2896925052862086,-0.15272455079658825,-0.13696795448962035
cpd00064_e0,-7.826796505036753e-16,0.0,0.0
cpd00065_e0,3.286291967188813,98.332118800974,-101.61841076816282
cpd00066_e0,-89.26600215270662,-5.4360257259039235,94.70202787861054
cpd00067_e0,-100.0,-689.836684275989,1190.3495047888105
cpd00069_e0,-92.01472130622705,-4.046129617030996,96.06085092325802
cpd00071_e0,-100.0,100.0,0.0
cpd00075_e0,100.0,-99.99999999999999,0.0
cpd00080_e0,100.0,-100.0,0.0
cpd00082_e0,-100.0,0.0,99.99999999999999
cpd00084_e0,5.623725812637049,-2.7389483032965196,-2.8847775093405295
cpd00092_e0,-100.0,100.68962250093605,-0.689622500936064
cpd00099_e0,0.15272455079658825,-0.15272455079658825,0.0
cpd00100_e0,100.0,-100.0,0.0
cpd00104_e0,0.13702663827470246,-5.8683785128372046e-05,-0.13696795448957408
cpd00105_e0,-13.048779751681522,0.0,13.048779751681522
cpd00106_e0,-100.0,120.88148240601527,-20.881482406015266
cpd00107_e0,-100.0,-13.219432198835293,113.21943219883529
cpd00108_e0,-3.6178944756875433,0.0,0.0
cpd00116_e0,-100.0,0.0,4.6260002242475177e-14
cpd00117_e0,-100.0,-1.2230287658604002,101.2230287658604
cpd00118_e0,3.3577728206974256e-15,-3.3577728206974256e-15,0.0
cpd00119_e0,100.0,-2.779792217745855,-97.22020778225414
cpd00122_e0,0.0,0.0,-5.426841713531332
cpd00128_e0,-100.0,100.0,0.0
cpd00129_e0,-100.0,-6.486172060776141,106.48617206077614
cpd00130_e0,-100.0,100.0,0.0
cpd00132_e0,-100.0,-7.073009912059861,107.07300991205986
cpd00137_e0,100.0,-99.99999999999999,0.0
cpd00141_e0,-100.0,0.0,100.0
cpd00149_e0,0.137701501803725,-0.0007335473141046505,-0.13696795448962035
cpd00151_e0,-98.54261753822945,98.54261753822945,0.0
cpd00156_e0,-32.95052532540665,0.0,32.95052532540665
cpd00157_e0,-100.0,100.0,0.0
cpd00159_e0,-100.0,0.0,100.0
cpd00161_e0,-100.0,-7.443656698930663,107.44365669893065
cpd00164_e0,-100.0,0.0,0.0
cpd00166_e0,0.13696795448962035,0.0,-0.13696795448962035
cpd00179_e0,0.0,0.0,-219.6383477515624
cpd00182_e0,100.0,-93.63448180144826,-6.3655181985517375
cpd00184_e0,100.0,-99.31037749906395,-0.6896225009360641
cpd00205_e0,5.864299989770783,-5.727332035281162,-0.13696795448962035
cpd00207_e0,-100.0,100.0,0.0
cpd00209_e0,100.0,-100.0,0.0
cpd00214_e0,100.0,0.0,0.0
cpd00218_e0,0.2739359089790882,0.0,-0.2739359089790882
cpd00220_e0,0.2739359089792407,0.0,-0.2739359089792407
cpd00221_e0,-100.0,1000.0,-900.0
cpd00222_e0,100.0,-100.0,0.0
cpd00226_e0,-100.0,100.0,0.0
cpd00232_e0,-3.6178944756870917,0.0,3.6178944756870917
cpd00244_e0,0.009477431298232085,-0.009477431298232085,0.0
cpd00246_e0,100.0,-100.0,0.0
cpd00249_e0,-100.0,-4.9179065870055245,104.91790658700553
cpd00254_e0,0.391508872483934,-0.2545409179943137,-0.13696795448962035
cpd00263_e0,0.14351119653143382,-0.006543242041813483,-0.13696795448962032
cpd00264_e0,0.13696795448962035,0.0,-0.13696795448962035
cpd00276_e0,-100.0,-1.6307050211472016,-198.3692949788528
cpd00277_e0,100.0,-99.31037749906393,-0.6896225009360731
cpd00280_e0,-100.0,100.0,0.0
cpd00281_e0,-100.0,0.0,100.0
cpd00305_e0,0.14351119653143382,-0.006543242041813483,-0.13696795448962035
cpd00309_e0,-100.0,100.0,0.0
cpd00311_e0,100.0,-93.86461026482871,-6.135389735171298
cpd00322_e0,21.189277057119497,-8.5246707047804,-12.664606352339097
cpd00355_e0,0.06684083126102035,-0.06684083126102035,0.0
cpd00359_e0,100.0,-100.0,0.0
cpd00363_e0,100.0,255.69527377361388,-355.69527377361385
cpd00367_e0,100.0,12.844618863220381,-112.84461886322039
cpd00383_e0,0.006543242041813485,-0.006543242041813485,0.0
cpd00391_e0,100.0,-100.0,0.0
cpd00393_e0,0.4109038634688611,0.0,-0.4109038634688611
cpd00418_e0,0.2291014971411644,-0.2291014971411644,0.0
cpd00430_e0,-100.0,0.0,100.0
cpd00438_e0,100.0,-100.0,0.0
cpd00441_e0,-99.99999999999999,99.99999999999999,0.0
cpd00448_e0,-100.0,100.0,0.0
cpd00450_e0,-99.99999999999999,99.99999999999999,0.0
cpd00532_e0,100.0,-100.0,0.0
cpd00573_e0,-1.4046718920193321e-14,1.4046718920193321e-14,0.0
cpd00644_e0,0.2937123445675292,-0.019776435588272648,-0.27393590897925657
cpd00654_e0,100.0,-100.0,0.0
cpd00659_e0,-0.11455074857058221,0.11455074857058221,0.0
cpd00722_e0,-100.0,100.0,0.0
cpd00731_e0,2.101640540134707e-16,-2.1016405401347067e-16,0.0
cpd00781_e0,-100.0,100.0,0.0
cpd00811_e0,100.0,-100.0,0.0
cpd00832_e0,1.9178851685529412e-13,0.0,0.0
cpd00971_e0,0.1369679544896131,2.0762264300160365e-17,-0.13696795448950638
cpd00988_e0,17.16958565326408,-17.16958565326408,0.0
cpd01015_e0,100.0,-100.0,0.0
cpd01217_e0,-100.0,100.0,0.0
cpd01262_e0,-100.0,0.0,0.0
cpd01329_e0,5.092191703090233,-5.092191703090233,0.0
cpd02027_e0,0.013086484083626948,-0.013086484083626948,0.0
cpd02090_e0,41.18533554325109,-41.18533554325109,0.0
cpd03279_e0,9.160009536498485,-9.160009536498485,0.0
cpd03453_e0,0.0,1.7260167627087658e-17,0.0
cpd03454_e0,17.554726167086336,-17.554726167086336,0.0
cpd03586_e0,0.5708758617288031,-0.5708758617288031,0.0
cpd03587_e0,100.00000000000001,0.0,0.0
cpd03725_e0,0.13696795448962035,0.0,-0.13696795448962035
cpd03726_e0,-1.7260167627087658e-17,0.0,0.0
cpd03847_e0,4.902642267752102e-18,-4.9026422677521015e-18,0.0
cpd08021_e0,100.0,-100.0,0.0
cpd10515_e0,100.0,-99.86303204551038,-0.13696795448962035
cpd10516_e0,-99.39177190903698,99.391771909037,0.0
